Name,Sport,Event,NOC,Year,Medal,Division,Strength,First Year,Age,p_max,a_max,alpha,beta,fit_loss
Michael Inglis,Gymnastics,Gymnastics Men's Horizontal Bar,CAN,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Michael Inglis,Gymnastics,Gymnastics Men's Horse Vault,CAN,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Michael Inglis,Gymnastics,Gymnastics Men's Individual All-Around,CAN,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Michael Inglis,Gymnastics,Gymnastics Men's Parallel Bars,CAN,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Michael Inglis,Gymnastics,Gymnastics Men's Pommelled Horse,CAN,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Michael Inglis,Gymnastics,Gymnastics Men's Rings,CAN,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Michael Jackel,Basketball,Basketball Men's Basketball,GER,1992.0,No medal,12.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.5146685697621083,0.23564141291145235,0.0
Michael Jakosits,Shooting,"Shooting Men's Running Target, 10 metres",GER,1996.0,No medal,1.0,1.0,1992.0,20.0,1.0,20.025914740430363,0.05,0.5746731908605741,0.0001140334887945
Michael Johnson,Athletics,Athletics Men's 200 metres,USA,1996.0,Gold,1.0,10.0,1992.0,20.0,2.877662618564399,4.812255028286903,1.0,0.05,19.678989930109715
Michael Johnson,Athletics,Athletics Men's 4 x 400 metres Relay,USA,1992.0,Gold,6.0,10.0,1992.0,16.0,11.5,13.919806934626841,0.22018247465873156,0.1341198206669907,0.0
Michael Johnson,Athletics,Athletics Men's 400 metres,USA,1996.0,Gold,1.0,10.0,1996.0,16.0,11.5,13.919806934626841,0.22018247465873156,0.1341198206669907,0.0
Michael Jordan,Basketball,Basketball Men's Basketball,USA,1992.0,Gold,12.0,10.0,1992.0,16.0,11.5,21.142857142857142,0.6708874892564423,0.05,0.0
Michael Joseph,Athletics,Athletics Men's 4 x 100 metres Relay,BIZ,1992.0,No medal,4.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.5228470494137211,0.2017202395301499,0.0
Michael Joseph,Athletics,Athletics Men's 400 metres,BIZ,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.424163073812557,0.7789437674953286,0.17606581759901407,0.0
Michael Joseph,Sailing,Sailing Mixed Multihull,CAY,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Michael Joubert,Athletics,Athletics Men's 4 x 400 metres Relay,AUS,1996.0,No medal,4.0,1.0,1996.0,16.0,2.5,9.87118526353695,0.15,0.08132517155398929,0.0
Michael Joubert,Athletics,Athletics Men's 400 metres,AUS,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,9.87118526353695,0.15,0.08132517155398929,0.0
Michael Keck,Badminton,Badminton Men's Doubles,GER,1996.0,No medal,2.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Michael Keck,Badminton,Badminton Mixed Doubles,GER,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Michael Khne,Diving,Diving Men's Platform,GER,1996.0,No medal,1.0,1.0,1992.0,20.0,1.4437433736368646,9.301186823677403,0.05,0.05,0.0092426452307569
Michael Klemm,Handball,Handball Men's Handball,GER,1992.0,No medal,16.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.07692194576006552,0.27282696916139987,0.0
Michael Klim,Swimming,Swimming Men's 100 metres Butterfly,AUS,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,10.878140057473935,0.12194216141898799,0.16580060112257383,0.0
Michael Klim,Swimming,Swimming Men's 200 metres Freestyle,AUS,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,10.878140057473935,0.12194216141898799,0.16580060112257383,0.0
Michael Klim,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,AUS,1996.0,No medal,5.0,1.0,1996.0,16.0,2.5,10.878140057473935,0.12194216141898799,0.16580060112257383,0.0
Michael Klim,Swimming,Swimming Men's 4 x 100 metres Medley Relay,AUS,1996.0,Bronze,5.0,4.0,1996.0,16.0,5.5,10.878140057473935,0.12194216141898799,0.16580060112257383,0.0
Michael Klim,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,AUS,1996.0,No medal,7.0,1.0,1996.0,16.0,2.5,10.878140057473935,0.12194216141898799,0.16580060112257383,0.0
Michael Kluge,Cycling,"Cycling Men's Mountainbike, Cross-Country",GER,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,14.122750322515552,0.151302234831784,0.13128724553978238,0.0
Michael Knauth,Hockey,Hockey Men's Hockey,GER,1996.0,No medal,16.0,1.0,1992.0,20.0,1.0,20.025914740430363,0.05,0.5746731908605741,0.0001140334887945
Michael Krieter,Handball,Handball Men's Handball,GER,1992.0,No medal,16.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.07692194576006552,0.27282696916139987,0.0
Michael Lambert,Volleyball,Volleyball Men's Volleyball,USA,1996.0,No medal,11.0,1.0,1996.0,16.0,2.5,14.678241367308987,0.05953446161025561,0.29858086348625545,0.0
Michael Lapper,Football,Football Men's Football,USA,1992.0,No medal,17.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.0820104584696272,0.34740021350410666,0.0
Michael Larsen,Football,Football Men's Football,DEN,1992.0,No medal,16.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.49663584520502896,0.481825305807517,0.0
Michael Lewis,Cycling,Cycling Men's 100 kilometres Team Time Trial,BIZ,1992.0,No medal,4.0,1.0,1992.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Michael Lewis,Cycling,"Cycling Men's Road Race, Individual",BIZ,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Michael Lofton,Fencing,"Fencing Men's Sabre, Individual",USA,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,5.767066574483134,0.06653477290649507,0.14530410280484832,0.0
Michael Lofton,Fencing,"Fencing Men's Sabre, Team",USA,1992.0,No medal,5.0,1.0,1992.0,16.0,2.5,5.767066574483134,0.06653477290649507,0.14530410280484832,0.0
Michael Lopeyok,Athletics,Athletics Men's Marathon,UGA,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Michael Ludwig,Fencing,"Fencing Men's Foil, Individual",AUT,1996.0,No medal,1.0,1.0,1992.0,20.0,1.4437433736368646,9.301186823677403,0.05,0.05,0.0092426452307569
Michael Ludwig,Fencing,"Fencing Men's Foil, Team",AUT,1996.0,No medal,3.0,1.0,1992.0,20.0,2.5,4.000006449885999,0.0525349656872927,0.188059587576675,0.0
Michael Ludwig,Fencing,"Fencing Men's Foil, Team",AUT,1992.0,No medal,5.0,1.0,1992.0,16.0,2.5,6.6505966367817,0.05892601696676018,0.11813416457058253,0.0
Michael Luschan,Sailing,Sailing Mixed Three Person Keelboat,AUT,1992.0,No medal,3.0,1.0,1992.0,16.0,2.5,9.301186823677403,0.05000000000000001,0.05000000000000001,0.0
Michael Marsh,Athletics,Athletics Men's 100 metres,USA,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,13.919806934626841,0.22018247465873156,0.1341198206669907,0.0
Michael Marsh,Athletics,Athletics Men's 200 metres,USA,1996.0,No medal,1.0,1.0,1992.0,20.0,1.0,20.025914740430363,0.05,0.5746731908605741,0.0001140334887945
Michael Marsh,Athletics,Athletics Men's 4 x 100 metres Relay,USA,1996.0,Silver,5.0,6.0,1992.0,20.0,2.260156420642172,27.35451682012074,0.05,0.1335400176661376,0.0020019783682749
Michael Marx,Fencing,"Fencing Men's Foil, Individual",USA,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,5.767066574483134,0.06653477290649507,0.14530410280484832,0.0
Michael Marx,Fencing,"Fencing Men's epee, Individual",USA,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,5.767066574483134,0.06653477290649507,0.14530410280484832,0.0
Michael Marx,Fencing,"Fencing Men's epee, Team",USA,1996.0,No medal,3.0,1.0,1996.0,16.0,2.5,5.767066574483134,0.06653477290649507,0.14530410280484832,0.0
Michael Maskell,Shooting,Shooting Men's Skeet,BAR,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.48198176060406167,0.14542035483711777,0.0
Michael Maskell,Shooting,Shooting Mixed Skeet,BAR,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.31317919044678294,0.26951996058537464,0.0
Michael Mason,Swimming,Swimming Men's 200 metres Breaststroke,CAN,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,7.840876265797449,0.1898952569000956,0.06069134658545221,0.0
Michael Matz,Equestrian,"Equestrian Mixed Jumping, Individual",USA,1996.0,No medal,1.0,1.0,1992.0,20.0,1.4437433736368646,9.301186823677403,0.05,0.05,0.0092426452307569
Michael Matz,Equestrian,"Equestrian Mixed Jumping, Team",USA,1996.0,Silver,2.0,6.0,1992.0,20.0,1.585503803159155,4.0,1.0,0.05,6.048384286829674
Michael Mccarthy,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",USA,1996.0,No medal,4.0,1.0,1996.0,16.0,2.5,10.396900979227814,0.20833333333333334,0.09959818829381639,0.0
Michael Mcdonald,Athletics,Athletics Men's 4 x 400 metres Relay,JAM,1996.0,Bronze,6.0,4.0,1996.0,16.0,5.5,8.682617102955662,0.18834921292098744,0.16410698876615457,0.0
Michael Mcdonald,Athletics,Athletics Men's 400 metres,JAM,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,8.682617102955662,0.18834921292098744,0.16410698876615457,0.0
Michael Mckay,Basketball,Basketball Men's Basketball,AUS,1992.0,No medal,12.0,1.0,1992.0,16.0,2.5,9.301186823677403,0.05000000000000001,0.05000000000000001,0.0
Michael Mckay,Cycling,"Cycling Men's Road Race, Individual",JAM,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.988607052335406,0.9171052424507916,0.1838399459075611,0.0
Michael Mckay,Rowing,Rowing Men's Coxless Fours,AUS,1996.0,Gold,4.0,10.0,1992.0,20.0,7.659023097689248,28.0,0.5392424849590193,0.05,0.1617577709351351
Michael Mclean,Athletics,Athletics Men's 400 metres,CAN,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,8.659910852907332,0.18571428571428572,0.05,0.0
Michael Mertens,Athletics,Athletics Men's Shot Put,GER,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,11.17441981506991,0.20405405405405405,0.14008197242148945,0.0
Michael Metz,Hockey,Hockey Men's Hockey,GER,1992.0,Gold,16.0,10.0,1992.0,16.0,11.5,20.01864312788366,0.05,0.5112718326951545,0.0
Michael Mllenbeck,Athletics,Athletics Men's Discus Throw,GER,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,11.17441981506991,0.20405405405405405,0.14008197242148945,0.0
Michael Moore,Rowing,Rowing Men's Coxed Eights,USA,1992.0,No medal,9.0,1.0,1992.0,16.0,2.5,9.301186823677403,0.05000000000000001,0.05000000000000001,0.0
Michael Mottl,Sailing,Sailing Mixed Three Person Keelboat,AUS,1992.0,No medal,3.0,1.0,1992.0,16.0,2.5,7.097272232484251,0.525,0.05000000000000001,0.0
Michael Murphy,Diving,Diving Men's Platform,AUS,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Michael Murphy,Diving,Diving Men's Springboard,AUS,1996.0,No medal,1.0,1.0,1992.0,20.0,1.4437433736368646,9.301186823677403,0.05,0.05,0.0092426452307569
Michael Nakamura,Baseball,Baseball Men's Baseball,AUS,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.3414722862402301,0.29084145941679623,0.0
Michael Nielsen,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",DEN,1996.0,No medal,4.0,1.0,1996.0,16.0,2.5,6.650596636781701,0.054539585011510655,0.24497185524739473,0.0
Michael O'brien,Fencing,"Fencing Men's epee, Individual",IRL,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,15.999993550114002,0.7813162017561444,0.0810770794162454,0.0
Michael Oduor,Judo,Judo Men's Middleweight,KEN,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.6397905837262872,0.20684608662453435,0.0
Michael Peter,Rowing,Rowing Men's Coxed Pairs,GER,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,17.729176789823967,0.45520980422131213,0.1939245275071261,0.0
Michael Peterson,Rowing,Rowing Men's Coxless Pairs,USA,1996.0,No medal,2.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05000000000000001,0.05000000000000001,0.0
Michael Pikos,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",AUS,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.05426631734979191,0.4627136466264316,0.0
Michael Poulin,Equestrian,"Equestrian Mixed Dressage, Individual",USA,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,6.650594486819702,0.37367251826210013,0.05504784125916321,0.0
Michael Poulin,Equestrian,"Equestrian Mixed Dressage, Team",USA,1992.0,Bronze,2.0,4.0,1992.0,16.0,5.5,6.650594486819702,0.37367251826210013,0.05504784125916321,0.0
Michael Powell,Athletics,Athletics Men's Long Jump,USA,1996.0,No medal,1.0,1.0,1992.0,20.0,1.0058677113090204,20.011371515336958,0.05,0.4478704745297349,6.508210773218693e-05
Michael Rascher,Rowing,Rowing Men's Coxed Eights,CAN,1992.0,Gold,9.0,10.0,1992.0,16.0,11.5,18.203558283236067,0.20833333333333334,0.25273773617557055,0.0
Michael Reys,Canoeing,"Canoeing Men's Kayak Singles, Slalom",NED,1996.0,No medal,1.0,1.0,1992.0,20.0,1.4437433736368646,9.301186823677403,0.05,0.05,0.0092426452307569
Michael Rich,Cycling,Cycling Men's 100 kilometres Team Time Trial,GER,1992.0,Gold,4.0,10.0,1992.0,16.0,11.5,14.122750322515552,0.151302234831784,0.13128724553978238,0.0
Michael Rich,Cycling,Cycling Men's Individual Time Trial,GER,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,14.122750322515552,0.151302234831784,0.13128724553978238,0.0
Michael Rich,Cycling,"Cycling Men's Road Race, Individual",GER,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,14.122750322515552,0.151302234831784,0.13128724553978238,0.0
Michael Rodger,Rowing,Rowing Men's Lightweight Double Sculls,NZL,1996.0,No medal,2.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Michael Sandstd,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",DEN,1992.0,Bronze,5.0,4.0,1992.0,16.0,5.5,6.650596636781701,0.054539585011510655,0.24497185524739473,0.0
Michael Senft,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",GER,1996.0,Bronze,2.0,4.0,1996.0,16.0,5.5,16.788179968838158,0.3039839679339446,0.14397385673426233,0.0
Michael Sgaard,Badminton,Badminton Men's Doubles,DEN,1996.0,No medal,2.0,1.0,1996.0,16.0,2.5,10.079591849546475,0.16875,0.08719864122036229,0.0
Michael Sgaard,Badminton,Badminton Mixed Doubles,DEN,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,10.079591849546475,0.16875,0.08719864122036229,0.0
Michael Smith,Athletics,Athletics Men's Decathlon,CAN,1996.0,No medal,1.0,1.0,1992.0,20.0,1.4437433736368646,9.301186823677403,0.05,0.05,0.0092426452307569
Michael Steinbach,Rowing,Rowing Men's Quadruple Sculls,GER,1992.0,Gold,4.0,10.0,1992.0,16.0,11.5,17.729176789823967,0.45520980422131213,0.1939245275071261,0.0
Michael Stich,Tennis,Tennis Men's Doubles,GER,1992.0,Gold,2.0,10.0,1992.0,16.0,11.5,9.301186823677403,0.05,0.05,0.0
Michael Stich,Tennis,Tennis Men's Singles,GER,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Michael Stolle,Athletics,Athletics Men's Pole Vault,GER,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,11.17441981506991,0.20405405405405405,0.14008197242148945,0.0
Michael Strange,Boxing,Boxing Men's Featherweight,CAN,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Michael Strange,Boxing,Boxing Men's Lightweight,CAN,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Michael Stulce,Athletics,Athletics Men's Shot Put,USA,1992.0,Gold,1.0,10.0,1992.0,16.0,11.5,13.919806934626841,0.22018247465873156,0.1341198206669907,0.0
Michael Swain,Judo,Judo Men's Lightweight,USA,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,11.978732996592292,0.05,0.1494676186324337,0.0
Michael Terry,Athletics,Athletics Men's 4 x 400 metres Relay,ANT,1996.0,No medal,4.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Michael Teti,Rowing,Rowing Men's Coxed Eights,USA,1992.0,No medal,9.0,1.0,1992.0,16.0,2.5,9.301186823677403,0.05000000000000001,0.05000000000000001,0.0
Michael Thornberry,Handball,Handball Men's Handball,USA,1996.0,No medal,16.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.07863755247402697,0.23979470295356314,0.0
Michael Trummer,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",GER,1996.0,No medal,2.0,1.0,1992.0,20.0,1.4437433736368646,9.301186823677403,0.05,0.05,0.0092426452307569
Michael Tse,Rowing,Rowing Men's Single Sculls,HKG,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.07964484690881479,0.2821529385365049,0.0
Michael Tucker,Baseball,Baseball Men's Baseball,USA,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.3250814355050062,0.22610049015615075,0.0
Michael Whitaker,Equestrian,"Equestrian Mixed Jumping, Individual",GBR,1996.0,No medal,1.0,1.0,1992.0,20.0,1.4437433736368646,9.301186823677403,0.05,0.05,0.0092426452307569
Michael Whitaker,Equestrian,"Equestrian Mixed Jumping, Team",GBR,1996.0,No medal,4.0,1.0,1992.0,20.0,1.4437433736368646,9.301186823677403,0.05,0.05,0.0092426452307569
Michael Whitmarsh,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,USA,1996.0,Silver,2.0,6.0,1996.0,16.0,7.5,4.000006449885999,0.4131912051842891,0.4354804205098112,0.0
Michael Williams,Athletics,Athletics Men's 4 x 400 metres Relay,VIN,1992.0,No medal,4.0,1.0,1992.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Michael Wright,Swimming,Swimming Men's 100 metres Freestyle,HKG,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Michael Wright,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,HKG,1992.0,No medal,4.0,1.0,1992.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Michael Wright,Swimming,Swimming Men's 4 x 100 metres Medley Relay,HKG,1992.0,No medal,4.0,1.0,1992.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Michael Wright,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,HKG,1992.0,No medal,4.0,1.0,1992.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Michael Wright,Swimming,Swimming Men's 50 metres Freestyle,HKG,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Michael York,Hockey,Hockey Men's Hockey,AUS,1996.0,Bronze,16.0,4.0,1992.0,20.0,1.7589222720206448,27.68942881160271,0.05,0.1075519221071918,0.0010664028592495
Michaela Bornemann,Judo,Judo Women's Extra-Lightweight,AUT,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.20440106344182307,0.26596319409448127,0.0
Michaela Bureov-loukotov,Rowing,Rowing Women's Quadruple Sculls,TCH,1992.0,No medal,4.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.8886260795125391,0.38266199978439663,0.0
Michaela Erler,Handball,Handball Women's Handball,GER,1996.0,No medal,15.0,1.0,1992.0,20.0,2.5,4.000006449885999,0.0973277271488227,0.1010213291300805,0.0
Michaela Erler,Handball,Handball Women's Handball,GER,1992.0,No medal,16.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.07692194576006552,0.27282696916139987,0.0
Michaela Schanze,Handball,Handball Women's Handball,GER,1996.0,No medal,15.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.07692194576006552,0.27282696916139987,0.0
Michaela Vernerov,Judo,Judo Women's Half-Middleweight,CZE,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.19616115484614072,0.37007166979214146,0.0
Michaela Vvrov,Rowing,Rowing Women's Coxed Eights,TCH,1992.0,No medal,9.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.3299327539607418,0.16303062784113106,0.0
Michaelo Fao,Boxing,Boxing Men's Light-Heavyweight,ASA,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Michal Baldrin,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",TCH,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.8873682424394675,0.4459871290399653,0.0
Michal Daleck,Rowing,Rowing Men's Coxed Pairs,TCH,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.959122078399743,0.6994261666822917,0.14103831156526528,0.0
Michal Franc,Fencing,"Fencing Men's epee, Team",TCH,1992.0,No medal,5.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.6246038411101497,0.33141438456008243,0.0
Michal Franek,Boxing,Boxing Men's Middleweight,TCH,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,14.184269293098126,0.7671436779948252,0.10751463393367235,0.0
Michal Maier,Sailing,Sailing Men's One Person Dinghy,CZE,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Michal Martikn,Canoeing,"Canoeing Men's Canadian Singles, Slalom",SVK,1996.0,Gold,1.0,10.0,1996.0,16.0,11.5,6.650593411838702,0.525,0.05,0.0
Michal Palinek,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,CZE,1996.0,No medal,2.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.7521665587243801,0.29269662367381505,0.0
Michal Taupin,Archery,Archery Men's Individual,FRA,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,12.876096129261724,0.05000000000000001,0.22489106362019137,0.0
Michal Taupin,Archery,Archery Men's Team,FRA,1992.0,No medal,3.0,1.0,1992.0,16.0,2.5,12.876096129261724,0.05000000000000001,0.22489106362019137,0.0
Michal Tonar,Handball,Handball Men's Handball,TCH,1992.0,No medal,16.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.58899351217922,0.40155514488042954,0.0
Michal Vabrouek,Rowing,Rowing Men's Lightweight Double Sculls,CZE,1996.0,No medal,2.0,1.0,1996.0,16.0,2.5,20.011371515336958,0.05,0.4478704745297349,0.0
Michel Almeida,Judo,Judo Men's Half-Lightweight,POR,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Michel Andrieux,Rowing,Rowing Men's Coxless Pairs,FRA,1996.0,Bronze,2.0,4.0,1992.0,20.0,1.2902307257929546,4.76038658461825,1.0,0.05,2.1640154929084456
Michel Ansermet,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",SUI,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,8.543875341707203,0.05542970056018056,0.07135089697164175,0.0
Michel Blaton,Equestrian,"Equestrian Mixed Jumping, Individual",BEL,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,6.650596636781701,0.0590779622333796,0.1363848157355465,0.0
Michel Blaton,Equestrian,"Equestrian Mixed Jumping, Team",BEL,1996.0,No medal,4.0,1.0,1996.0,16.0,2.5,6.650596636781701,0.0590779622333796,0.1363848157355465,0.0
Michel Bouquet,Equestrian,"Equestrian Mixed Three-Day Event, Individual",FRA,1992.0,No medal,3.0,1.0,1992.0,16.0,2.5,8.638539276953477,0.053574460986942025,0.09138057800474048,0.0
Michel Bouquet,Equestrian,"Equestrian Mixed Three-Day Event, Team",FRA,1992.0,No medal,3.0,1.0,1992.0,16.0,2.5,8.638539276953477,0.053574460986942025,0.09138057800474048,0.0
Michel Bury,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",FRA,1996.0,No medal,1.0,1.0,1992.0,20.0,1.4437433736368646,9.301186823677403,0.05,0.05,0.0092426452307569
Michel Bury,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",FRA,1992.0,No medal,2.0,1.0,1992.0,16.0,2.5,9.445887503478902,0.21248644598422287,0.13397325265895157,0.0
Michel Daou,Shooting,Shooting Men's Double Trap,AHO,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.06562337156231451,0.4561540992577415,0.0
Michel Daou,Shooting,Shooting Men's Trap,AHO,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.7519123248601358,0.06364286876224738,0.0
Michel Daou,Shooting,Shooting Mixed Trap,AHO,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.40333680730360894,0.23183460630238284,0.0
Michel Dion,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",CAN,1996.0,No medal,1.0,1.0,1992.0,20.0,1.4437433736368646,9.301186823677403,0.05,0.05,0.0092426452307569
Michel Dion,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",CAN,1996.0,No medal,1.0,1.0,1992.0,20.0,2.5,4.000006449885999,0.0985436210418366,0.2909021801145694,0.0
Michel Dion,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",CAN,1992.0,No medal,2.0,1.0,1992.0,16.0,2.5,7.534126699080268,0.06618120701394553,0.13030072670485648,0.0
Michel Haecke,Cycling,"Cycling Men's Road Race, Individual",BEL,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.10417155036257023,0.290059425721904,0.0
Michel Lafis,Cycling,"Cycling Men's Road Race, Individual",SWE,1996.0,No medal,1.0,1.0,1992.0,20.0,1.4437433736368646,9.301186823677403,0.05,0.05,0.0092426452307569
Michel Robert,Equestrian,"Equestrian Mixed Jumping, Individual",FRA,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,8.638539276953477,0.053574460986942025,0.09138057800474048,0.0
Michel Robert,Equestrian,"Equestrian Mixed Jumping, Team",FRA,1992.0,Bronze,4.0,4.0,1992.0,16.0,5.5,8.638539276953477,0.053574460986942025,0.09138057800474048,0.0
Michel Think,Shooting,Shooting Mixed Trap,LUX,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.19749198230336945,0.19956756887146354,0.0
Michel Youssef,Fencing,"Fencing Men's Foil, Individual",LIB,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.9134561385236775,0.4510760402836519,0.0
Michel Youssef,Fencing,"Fencing Men's epee, Individual",LIB,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.45651899502067966,0.1728517692143693,0.0
Michela Suppo,Shooting,"Shooting Women's Air Pistol, 10 metres",ITA,1996.0,No medal,1.0,1.0,1992.0,20.0,1.4437433736368646,9.301186823677403,0.05,0.05,0.0092426452307569
