Name,Sex,Team,NOC,Year,City,Sport,Event,Medal,Division
Monique Sullivan,F,Canada,CAN,2012,London,Cycling,Cycling Women's Sprint,No medal,1
Monique Sullivan,F,Canada,CAN,2012,London,Cycling,Cycling Women's Keirin,No medal,1
Monique Sullivan,F,Canada,CAN,2016,Rio de Janeiro,Cycling,Cycling Women's Sprint,No medal,1
Monique Sullivan,F,Canada,CAN,2016,Rio de Janeiro,Cycling,Cycling Women's Keirin,No medal,1
Nathan Brannen,M,Canada,CAN,2012,London,Athletics,"Athletics Men's 1,500 metres",No medal,1
Nathan Brannen,M,Canada,CAN,2016,Rio de Janeiro,Athletics,"Athletics Men's 1,500 metres",No medal,1
Nicole (edwards-),F,Canada,CAN,2012,London,Athletics,"Athletics Women's 1,500 metres",No medal,1
Nicole (edwards-),F,Canada,CAN,2016,Rio de Janeiro,Athletics,"Athletics Women's 1,500 metres",No medal,1
Nikkita Holder,F,Canada,CAN,2012,London,Athletics,Athletics Women's 100 metres Hurdles,No medal,1
Nikkita Holder,F,Canada,CAN,2016,Rio de Janeiro,Athletics,Athletics Women's 100 metres Hurdles,No medal,1
Phylicia George,F,Canada,CAN,2012,London,Athletics,Athletics Women's 100 metres Hurdles,No medal,1
Phylicia George,F,Canada,CAN,2016,Rio de Janeiro,Athletics,Athletics Women's 100 metres Hurdles,No medal,1
Rebecca Howard,F,Canada,CAN,2012,London,Equestrian,"Equestrian Mixed Three-Day Event, Individual",No medal,1
Rebecca Howard,F,Canada,CAN,2016,Rio de Janeiro,Equestrian,"Equestrian Mixed Three-Day Event, Individual",No medal,1
Reid Coolsaet,M,Canada,CAN,2012,London,Athletics,Athletics Men's Marathon,No medal,1
Reid Coolsaet,M,Canada,CAN,2016,Rio de Janeiro,Athletics,Athletics Men's Marathon,No medal,1
Richard Weinberger,M,Canada,CAN,2012,London,Swimming,Swimming Men's 10 kilometres Open Water,Bronze,1
Richard Weinberger,M,Canada,CAN,2016,Rio de Janeiro,Swimming,Swimming Men's 10 kilometres Open Water,No medal,1
Rosannagh Maclennan,F,Canada,CAN,2012,London,Gymnastics,Gymnastics Women's Individual,Gold,1
Rosannagh Maclennan,F,Canada,CAN,2016,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual,Gold,1
Roseline Filion,F,Canada,CAN,2012,London,Diving,Diving Women's Synchronized Platform,Bronze,1
Roseline Filion,F,Canada,CAN,2012,London,Diving,Diving Women's Platform,No medal,1
Roseline Filion,F,Canada,CAN,2016,Rio de Janeiro,Diving,Diving Women's Synchronized Platform,Bronze,1
Roseline Filion,F,Canada,CAN,2016,Rio de Janeiro,Diving,Diving Women's Platform,No medal,1
Ryan Cochrane,M,Canada,CAN,2012,London,Swimming,Swimming Men's 400 metres Freestyle,No medal,1
Ryan Cochrane,M,Canada,CAN,2012,London,Canoeing,"Canoeing Men's Kayak Doubles, 200 metres",No medal,1
Ryan Cochrane,M,Canada,CAN,2012,London,Swimming,"Swimming Men's 1,500 metres Freestyle",Silver,1
Ryan Cochrane,M,Canada,CAN,2016,Rio de Janeiro,Swimming,Swimming Men's 400 metres Freestyle,No medal,1
Ryan Cochrane,M,Canada,CAN,2016,Rio de Janeiro,Swimming,"Swimming Men's 1,500 metres Freestyle",No medal,1
Ryan Cochrane,M,Canada,CAN,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Doubles, 200 metres",No medal,1
Sergio Pessoa-),M,Canada,CAN,2012,London,Judo,Judo Men's Extra-Lightweight,No medal,1
Sergio Pessoa-),M,Canada,CAN,2016,Rio de Janeiro,Judo,Judo Men's Extra-Lightweight,No medal,1
Tiffany Foster,F,Canada,CAN,2012,London,Equestrian,"Equestrian Mixed Jumping, Individual",No medal,1
Tiffany Foster,F,Canada,CAN,2016,Rio de Janeiro,Equestrian,"Equestrian Mixed Jumping, Individual",No medal,1
Tory Nyhaug-heinonen,M,Canada,CAN,2012,London,Cycling,Cycling Men's BMX,No medal,1
Tory Nyhaug-heinonen,M,Canada,CAN,2016,Rio de Janeiro,Cycling,Cycling Men's BMX,No medal,1
Vasek Pospisil,M,Canada,CAN,2012,London,Tennis,Tennis Men's Singles,No medal,1
Vasek Pospisil,M,Canada,CAN,2012,London,Tennis,Tennis Men's Doubles,No medal,1
Vasek Pospisil,M,Canada,CAN,2016,Rio de Janeiro,Tennis,Tennis Men's Singles,No medal,1
Vasek Pospisil,M,Canada,CAN,2016,Rio de Janeiro,Tennis,Tennis Men's Doubles,No medal,1
milie Fournel,F,Canada,CAN,2012,London,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",No medal,1
milie Fournel,F,Canada,CAN,2016,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",No medal,1
Kemar Hyman,M,Cayman Islands,CAY,2012,London,Athletics,Athletics Men's 100 metres,No medal,1
Kemar Hyman,M,Cayman Islands,CAY,2016,Rio de Janeiro,Athletics,Athletics Men's 100 metres,No medal,1
Ronald Forbes,M,Cayman Islands,CAY,2012,London,Athletics,Athletics Men's 110 metres Hurdles,No medal,1
Ronald Forbes,M,Cayman Islands,CAY,2016,Rio de Janeiro,Athletics,Athletics Men's 110 metres Hurdles,No medal,1
Lorne Bazolo,F,Congo (Brazzaville),CGO,2012,London,Athletics,Athletics Women's 100 metres,No medal,1
Suraju Saka,M,Congo (Brazzaville),CGO,2012,London,Table Tennis,Table Tennis Men's Singles,No medal,1
Suraju Saka,M,Congo (Brazzaville),CGO,2016,Rio de Janeiro,Table Tennis,Table Tennis Men's Singles,No medal,1
Xing Han,F,Congo (Brazzaville),CGO,2012,London,Table Tennis,Table Tennis Women's Singles,No medal,1
Xing Han,F,Congo (Brazzaville),CGO,2016,Rio de Janeiro,Table Tennis,Table Tennis Women's Singles,No medal,1
Brbara Daz,F,Chile,CHI,2012,London,Triathlon,Triathlon Women's Olympic Distance,No medal,1
Brbara Daz,F,Chile,CHI,2016,Rio de Janeiro,Triathlon,Triathlon Women's Olympic Distance,No medal,1
Edward Corts,M,Chile,CHI,2012,London,Athletics,Athletics Men's 50 kilometres Walk,No medal,1
Edward Corts,M,Chile,CHI,2016,Rio de Janeiro,Athletics,Athletics Men's 50 kilometres Walk,No medal,1
Enrique Seplveda,M,Chile,CHI,2012,London,Gymnastics,Gymnastics Men's Floor Exercise,No medal,1
Enrique Seplveda,M,Chile,CHI,2012,London,Gymnastics,Gymnastics Men's Horse Vault,No medal,1
Enrique Seplveda,M,Chile,CHI,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Floor Exercise,No medal,1
Enrique Seplveda,M,Chile,CHI,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Horse Vault,No medal,1
Francisca Chadid,F,Chile,CHI,2012,London,Shooting,Shooting Women's Skeet,No medal,1
Francisca Chadid,F,Chile,CHI,2016,Rio de Janeiro,Shooting,Shooting Women's Skeet,No medal,1
Karen Pinto,F,Chile,CHI,2012,London,Athletics,Athletics Women's Discus Throw,No medal,1
Karen Pinto,F,Chile,CHI,2016,Rio de Janeiro,Athletics,Athletics Women's Discus Throw,No medal,1
Kristel Schmipl,F,Chile,CHI,2012,London,Swimming,Swimming Women's 400 metres Freestyle,No medal,1
Kristel Schmipl,F,Chile,CHI,2012,London,Swimming,Swimming Women's 800 metres Freestyle,No medal,1
Kristel Schmipl,F,Chile,CHI,2016,Rio de Janeiro,Swimming,Swimming Women's 400 metres Freestyle,No medal,1
Kristel Schmipl,F,Chile,CHI,2016,Rio de Janeiro,Swimming,Swimming Women's 800 metres Freestyle,No medal,1
Mara Paris,F,Chile,CHI,2012,London,Weightlifting,Weightlifting Women's Heavyweight,No medal,1
Mara Paris,F,Chile,CHI,2016,Rio de Janeiro,Weightlifting,Weightlifting Women's Heavyweight,No medal,1
Matas Goldsmith,M,Chile,CHI,2012,London,Sailing,Sailing Men's One Person Dinghy,No medal,1
Matas Goldsmith,M,Chile,CHI,2016,Rio de Janeiro,Sailing,Sailing Men's One Person Dinghy,No medal,1
Natalia Jaramillo,F,Chile,CHI,2012,London,Athletics,Athletics Women's Marathon,No medal,1
Natalia Jaramillo,F,Chile,CHI,2016,Rio de Janeiro,Athletics,Athletics Women's Marathon,No medal,1
Natalia Soler,F,Chile,CHI,2012,London,Athletics,Athletics Women's Shot Put,No medal,1
Natalia Soler,F,Chile,CHI,2016,Rio de Janeiro,Athletics,Athletics Women's Shot Put,No medal,1
Paola Grandn,F,Chile,CHI,2012,London,Cycling,"Cycling Women's Road Race, Individual",No medal,1
Paola Grandn,F,Chile,CHI,2016,Rio de Janeiro,Cycling,"Cycling Women's Road Race, Individual",No medal,1
Simona Lazo,F,Chile,CHI,2012,London,Gymnastics,Gymnastics Women's Individual All-Around,No medal,1
Simona Lazo,F,Chile,CHI,2012,London,Gymnastics,Gymnastics Women's Floor Exercise,No medal,1
Simona Lazo,F,Chile,CHI,2012,London,Gymnastics,Gymnastics Women's Uneven Bars,No medal,1
Simona Lazo,F,Chile,CHI,2012,London,Gymnastics,Gymnastics Women's Balance Beam,No medal,1
Simona Lazo,F,Chile,CHI,2016,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual All-Around,No medal,1
Simona Lazo,F,Chile,CHI,2016,Rio de Janeiro,Gymnastics,Gymnastics Women's Floor Exercise,No medal,1
Simona Lazo,F,Chile,CHI,2016,Rio de Janeiro,Gymnastics,Gymnastics Women's Uneven Bars,No medal,1
Simona Lazo,F,Chile,CHI,2016,Rio de Janeiro,Gymnastics,Gymnastics Women's Balance Beam,No medal,1
Yerko Corts,M,Chile,CHI,2012,London,Athletics,Athletics Men's 20 kilometres Walk,No medal,1
Yerko Corts,M,Chile,CHI,2016,Rio de Janeiro,Athletics,Athletics Men's 20 kilometres Walk,No medal,1
rika Fuente,F,Chile,CHI,2012,London,Athletics,Athletics Women's Marathon,No medal,1
rika Fuente,F,Chile,CHI,2016,Rio de Janeiro,Athletics,Athletics Women's Marathon,No medal,1
Bai Faquan,M,China,CHN,2012,London,Triathlon,Triathlon Men's Olympic Distance,No medal,1
Bai Faquan,M,China,CHN,2016,Rio de Janeiro,Triathlon,Triathlon Men's Olympic Distance,No medal,1
Cai Zelin,M,China,CHN,2012,London,Athletics,Athletics Men's 20 kilometres Walk,No medal,1
Cai Zelin,M,China,CHN,2016,Rio de Janeiro,Athletics,Athletics Men's 20 kilometres Walk,Silver,1
Cao Shuo,M,China,CHN,2012,London,Athletics,Athletics Men's Triple Jump,No medal,1
Cao Shuo,M,China,CHN,2016,Rio de Janeiro,Athletics,Athletics Men's Triple Jump,No medal,1
Cao Zhongrong,M,China,CHN,2012,London,Modern Pentathlon,Modern Pentathlon Men's Individual,Silver,1
Cao Zhongrong,M,China,CHN,2016,Rio de Janeiro,Modern Pentathlon,Modern Pentathlon Men's Individual,No medal,1
Chai Biao,M,China-2,CHN,2012,London,Badminton,Badminton Men's Doubles,No medal,1
Chai Biao,M,China-2,CHN,2016,Rio de Janeiro,Badminton,Badminton Men's Doubles,No medal,1
Chen Ding,M,China,CHN,2012,London,Athletics,Athletics Men's 20 kilometres Walk,Gold,1
Chen Ding,M,China,CHN,2016,Rio de Janeiro,Athletics,Athletics Men's 20 kilometres Walk,No medal,1
Chen Long,M,China,CHN,2012,London,Badminton,Badminton Men's Singles,Bronze,1
Chen Long,M,China,CHN,2016,Rio de Janeiro,Badminton,Badminton Men's Singles,Gold,1
Chen Qian,F,China,CHN,2012,London,Modern Pentathlon,Modern Pentathlon Women's Individual,No medal,1
Chen Qian,F,China,CHN,2016,Rio de Janeiro,Modern Pentathlon,Modern Pentathlon Women's Individual,No medal,1
Chen Ruolin,F,China,CHN,2012,London,Diving,Diving Women's Synchronized Platform,Gold,1
Chen Ruolin,F,China,CHN,2016,Rio de Janeiro,Diving,Diving Women's Synchronized Platform,Gold,1
Chen Ying,F,China,CHN,2012,London,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Silver,1
Chen Ying,F,China,CHN,2016,Rio de Janeiro,Shooting,"Shooting Women's Sporting Pistol, 25 metres",No medal,1
Ding Ning,F,China,CHN,2012,London,Table Tennis,Table Tennis Women's Singles,Silver,1
Ding Ning,F,China,CHN,2016,Rio de Janeiro,Table Tennis,Table Tennis Women's Singles,Gold,1
Dong Bin,M,China,CHN,2012,London,Athletics,Athletics Men's Triple Jump,No medal,1
Dong Bin,M,China,CHN,2016,Rio de Janeiro,Athletics,Athletics Men's Triple Jump,Bronze,1
Dong Dong,M,China,CHN,2012,London,Gymnastics,Gymnastics Men's Individual,Gold,1
Dong Dong,M,China,CHN,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Individual,Silver,1
Dong Guojian,M,China,CHN,2012,London,Athletics,Athletics Men's Marathon,No medal,1
Dong Guojian,M,China,CHN,2016,Rio de Janeiro,Athletics,Athletics Men's Marathon,No medal,1
Du Li,F,China,CHN,2012,London,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",No medal,1
Du Li,F,China,CHN,2016,Rio de Janeiro,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Bronze,1
Fu Haifeng,M,China-1,CHN,2012,London,Badminton,Badminton Men's Doubles,Gold,1
Fu Haifeng,M,China-1,CHN,2016,Rio de Janeiro,Badminton,Badminton Men's Doubles,Gold,1
Fu Yuanhui,F,China,CHN,2012,London,Swimming,Swimming Women's 100 metres Backstroke,No medal,1
Fu Yuanhui,F,China,CHN,2016,Rio de Janeiro,Swimming,Swimming Women's 100 metres Backstroke,Bronze,1
Gong Jinjie,F,China,CHN,2012,London,Cycling,Cycling Women's Team Sprint,Silver,1
Gong Jinjie,F,China,CHN,2016,Rio de Janeiro,Cycling,Cycling Women's Team Sprint,Gold,1
Gong Lei,M,China,CHN,2012,London,Sailing,Sailing Men's One Person Heavyweight Dinghy,No medal,1
Gong Lei,M,China,CHN,2016,Rio de Janeiro,Sailing,Sailing Men's One Person Heavyweight Dinghy,No medal,1
Gong Lijiao,F,China,CHN,2012,London,Athletics,Athletics Women's Shot Put,Bronze,1
Gong Lijiao,F,China,CHN,2016,Rio de Janeiro,Athletics,Athletics Women's Shot Put,No medal,1
Guo Wenjun,F,China,CHN,2012,London,Shooting,"Shooting Women's Air Pistol, 10 metres",Gold,1
Guo Wenjun,F,China,CHN,2016,Rio de Janeiro,Shooting,"Shooting Women's Air Pistol, 10 metres",No medal,1
He Wenna,F,China,CHN,2012,London,Gymnastics,Gymnastics Women's Individual,Bronze,1
He Wenna,F,China,CHN,2016,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual,No medal,1
He Zi,F,China,CHN,2012,London,Diving,Diving Women's Springboard,Silver,1
He Zi,F,China,CHN,2016,Rio de Janeiro,Diving,Diving Women's Springboard,Silver,1
Hu Binyuan,M,China,CHN,2012,London,Shooting,Shooting Men's Double Trap,No medal,1
Hu Binyuan,M,China,CHN,2016,Rio de Janeiro,Shooting,Shooting Men's Double Trap,No medal,1
Lei Sheng,M,China,CHN,2012,London,Fencing,"Fencing Men's Foil, Individual",Gold,1
Lei Sheng,M,China,CHN,2016,Rio de Janeiro,Fencing,"Fencing Men's Foil, Individual",No medal,1
Li Ling,F,China,CHN,2012,London,Athletics,Athletics Women's Pole Vault,No medal,1
Li Ling,F,China,CHN,2016,Rio de Janeiro,Athletics,Athletics Women's Pole Vault,No medal,1
Li Lingwei,F,China,CHN,2012,London,Athletics,Athletics Women's Javelin Throw,No medal,1
Li Lingwei,F,China,CHN,2016,Rio de Janeiro,Athletics,Athletics Women's Javelin Throw,No medal,1
Li Qiang,M,China,CHN,2012,London,Canoeing,"Canoeing Men's Canadian Singles, 200 metres",No medal,1
Li Qiang,M,China,CHN,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Singles, 200 metres",No medal,1
Li Xiaoxia,F,China,CHN,2012,London,Table Tennis,Table Tennis Women's Singles,Gold,1
Li Xiaoxia,F,China,CHN,2016,Rio de Janeiro,Table Tennis,Table Tennis Women's Singles,Silver,1
Li Xuerui,F,China,CHN,2012,London,Badminton,Badminton Women's Singles,Gold,1
Li Xuerui,F,China,CHN,2016,Rio de Janeiro,Badminton,Badminton Women's Singles,No medal,1
Lin Dan,M,China,CHN,2012,London,Badminton,Badminton Men's Singles,Gold,1
Lin Dan,M,China,CHN,2016,Rio de Janeiro,Badminton,Badminton Men's Singles,No medal,1
Liu Haiping,F,China,CHN,2012,London,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",No medal,1
Liu Haiping,F,China,CHN,2016,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",No medal,1
Liu Hong,F,China,CHN,2012,London,Athletics,Athletics Women's 20 kilometres Walk,No medal,1
Liu Hong,F,China,CHN,2016,Rio de Janeiro,Athletics,Athletics Women's 20 kilometres Walk,Gold,1
Lu Huihui,F,China,CHN,2012,London,Athletics,Athletics Women's Javelin Throw,No medal,1
Lu Huihui,F,China,CHN,2016,Rio de Janeiro,Athletics,Athletics Women's Javelin Throw,No medal,1
Lu Xiaojun,M,China,CHN,2012,London,Weightlifting,Weightlifting Men's Middleweight,Gold,1
Lu Xiaojun,M,China,CHN,2016,Rio de Janeiro,Weightlifting,Weightlifting Men's Middleweight,Silver,1
Lu Xiuzhi,F,China,CHN,2012,London,Athletics,Athletics Women's 20 kilometres Walk,No medal,1
Lu Xiuzhi,F,China,CHN,2016,Rio de Janeiro,Athletics,Athletics Women's 20 kilometres Walk,Bronze,1
Lu Ying,F,China,CHN,2012,London,Swimming,Swimming Women's 100 metres Butterfly,Silver,1
Lu Ying,F,China,CHN,2016,Rio de Janeiro,Swimming,Swimming Women's 100 metres Butterfly,No medal,1
Ma Jianfei,M,China,CHN,2012,London,Fencing,"Fencing Men's Foil, Individual",No medal,1
Ma Jianfei,M,China,CHN,2016,Rio de Janeiro,Fencing,"Fencing Men's Foil, Individual",No medal,1
Ma Jin,F,China-2,CHN,2012,London,Badminton,Badminton Mixed Doubles,Silver,1
Ma Jin,F,China-2,CHN,2016,Rio de Janeiro,Badminton,Badminton Mixed Doubles,No medal,1
Pang Wei,M,China,CHN,2012,London,Shooting,"Shooting Men's Air Pistol, 10 metres",No medal,1
Pang Wei,M,China,CHN,2016,Rio de Janeiro,Shooting,"Shooting Men's Air Pistol, 10 metres",Bronze,1
Peng Shuai,F,China,CHN,2012,London,Tennis,Tennis Women's Singles,No medal,1
Peng Shuai,F,China-1,CHN,2012,London,Tennis,Tennis Women's Doubles,No medal,1
Peng Shuai,F,China,CHN,2016,Rio de Janeiro,Tennis,Tennis Women's Singles,No medal,1
Peng Shuai,F,China-1,CHN,2016,Rio de Janeiro,Tennis,Tennis Women's Doubles,No medal,1
Qieyang Shenjie,F,China,CHN,2012,London,Athletics,Athletics Women's 20 kilometres Walk,Bronze,1
Qieyang Shenjie,F,China,CHN,2016,Rio de Janeiro,Athletics,Athletics Women's 20 kilometres Walk,No medal,1
Qin Kai,M,China,CHN,2012,London,Diving,Diving Men's Synchronized Springboard,Gold,1
Qin Kai,M,China,CHN,2016,Rio de Janeiro,Diving,Diving Men's Synchronized Springboard,Bronze,1
Qiu Bo,M,China,CHN,2012,London,Diving,Diving Men's Platform,Silver,1
Qiu Bo,M,China,CHN,2016,Rio de Janeiro,Diving,Diving Men's Platform,No medal,1
Ren Cancan,F,China,CHN,2012,London,Boxing,Boxing Women's Flyweight,Silver,1
Ren Cancan,F,China,CHN,2016,Rio de Janeiro,Boxing,Boxing Women's Flyweight,Bronze,1
Ren Wenjun,F,China,CHN,2012,London,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",No medal,1
Ren Wenjun,F,China,CHN,2016,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",No medal,1
Su Bingtian,M,China,CHN,2012,London,Athletics,Athletics Men's 100 metres,No medal,1
Su Bingtian,M,China,CHN,2016,Rio de Janeiro,Athletics,Athletics Men's 100 metres,No medal,1
Sun Yang,M,China,CHN,2012,London,Swimming,Swimming Men's 400 metres Freestyle,Gold,1
Sun Yang,M,China,CHN,2012,London,Swimming,"Swimming Men's 1,500 metres Freestyle",Gold,1
Sun Yang,M,China,CHN,2012,London,Swimming,Swimming Men's 200 metres Freestyle,Silver,1
Sun Yang,M,China,CHN,2016,Rio de Janeiro,Swimming,Swimming Men's 200 metres Freestyle,Gold,1
Sun Yang,M,China,CHN,2016,Rio de Janeiro,Swimming,"Swimming Men's 1,500 metres Freestyle",No medal,1
Sun Yang,M,China,CHN,2016,Rio de Janeiro,Swimming,Swimming Men's 400 metres Freestyle,Silver,1
Sun Yujie,F,China,CHN,2012,London,Fencing,"Fencing Women's epee, Individual",Bronze,1
Sun Yujie,F,China,CHN,2012,London,Fencing,"Fencing Women's epee, Team",Gold,1
Sun Yujie,F,China,CHN,2016,Rio de Janeiro,Fencing,"Fencing Women's epee, Individual",No medal,1
Sun Yujie,F,China,CHN,2016,Rio de Janeiro,Fencing,"Fencing Women's epee, Team",Silver,1
Wang Aichen,M,China,CHN,2012,London,Sailing,Sailing Men's Windsurfer,No medal,1
Wang Aichen,M,China,CHN,2016,Rio de Janeiro,Sailing,Sailing Men's Windsurfer,No medal,1
Wang Shun,M,China,CHN,2012,London,Swimming,Swimming Men's 200 metres Individual Medley,No medal,1
Wang Shun,M,China,CHN,2016,Rio de Janeiro,Swimming,Swimming Men's 200 metres Individual Medley,Bronze,1
Wang Tiexin,M,China,CHN,2012,London,Rowing,Rowing Men's Lightweight Coxless Fours,No medal,1
Wang Tiexin,M,China,CHN,2016,Rio de Janeiro,Rowing,Rowing Men's Lightweight Coxless Fours,No medal,1
Wang Xiaoli,F,China,CHN,2012,London,Sailing,Sailing Women's Two Person Dinghy,No medal,1
Wang Xiaoli,F,China,CHN,2016,Rio de Janeiro,Sailing,Sailing Women's Two Person Dinghy,No medal,1
Wang Yihan,F,China,CHN,2012,London,Badminton,Badminton Women's Singles,Silver,1
Wang Yihan,F,China,CHN,2016,Rio de Janeiro,Badminton,Badminton Women's Singles,No medal,1
Wang Zhen,M,China,CHN,2012,London,Athletics,Athletics Men's 20 kilometres Walk,Bronze,1
Wang Zhen,M,China,CHN,2016,Rio de Janeiro,Athletics,Athletics Men's 20 kilometres Walk,Gold,1
Wang Zhiwei,M,China,CHN,2012,London,Shooting,"Shooting Men's Free Pistol, 50 metres",Bronze,1
Wang Zhiwei,M,China,CHN,2016,Rio de Janeiro,Shooting,"Shooting Men's Free Pistol, 50 metres",No medal,1
Wei Ning,F,China,CHN,2012,London,Shooting,Shooting Women's Skeet,Silver,1
Wei Ning,F,China,CHN,2016,Rio de Janeiro,Shooting,Shooting Women's Skeet,No medal,1
Wei Yongli,F,China,CHN,2012,London,Athletics,Athletics Women's 100 metres,No medal,1
Wei Yongli,F,China,CHN,2016,Rio de Janeiro,Athletics,Athletics Women's 100 metres,No medal,1
Wu Jingyu,F,China,CHN,2012,London,Taekwondo,Taekwondo Women's Flyweight,Gold,1
Wu Jingyu,F,China,CHN,2016,Rio de Janeiro,Taekwondo,Taekwondo Women's Flyweight,No medal,1
Wu Minxia,F,China,CHN,2012,London,Diving,Diving Women's Synchronized Springboard,Gold,1
Wu Minxia,F,China,CHN,2016,Rio de Janeiro,Diving,Diving Women's Synchronized Springboard,Gold,1
Xie Wenjun,M,China,CHN,2012,London,Athletics,Athletics Men's 110 metres Hurdles,No medal,1
Xie Wenjun,M,China,CHN,2016,Rio de Janeiro,Athletics,Athletics Men's 110 metres Hurdles,No medal,1
Xing Yu,M,China,CHN,2012,London,Archery,Archery Men's Individual,No medal,1
Xing Yu,M,China,CHN,2012,London,Archery,Archery Men's Team,No medal,1
Xing Yu,M,China,CHN,2016,Rio de Janeiro,Archery,Archery Men's Individual,No medal,1
Xing Yu,M,China,CHN,2016,Rio de Janeiro,Archery,Archery Men's Team,No medal,1
Xu Anqi,F,China,CHN,2012,London,Fencing,"Fencing Women's epee, Team",Gold,1
Xu Anqi,F,China,CHN,2016,Rio de Janeiro,Fencing,"Fencing Women's epee, Team",Silver,1
Xu Chen,M,China-2,CHN,2012,London,Badminton,Badminton Mixed Doubles,Silver,1
Xu Chen,M,China-2,CHN,2016,Rio de Janeiro,Badminton,Badminton Mixed Doubles,No medal,1
Xu Jiayu,M,China,CHN,2012,London,Swimming,Swimming Men's 200 metres Backstroke,No medal,1
Xu Jiayu,M,China,CHN,2016,Rio de Janeiro,Swimming,Swimming Men's 200 metres Backstroke,No medal,1
Xu Lijia,F,China,CHN,2012,London,Sailing,Sailing Women's One Person Dinghy,Gold,1
Xu Lijia,F,China,CHN,2016,Rio de Janeiro,Sailing,Sailing Women's One Person Dinghy,No medal,1
Ye Shiwen,F,China,CHN,2012,London,Swimming,Swimming Women's 200 metres Individual Medley,Gold,1
Ye Shiwen,F,China,CHN,2012,London,Swimming,Swimming Women's 400 metres Individual Medley,Gold,1
Ye Shiwen,F,China,CHN,2016,Rio de Janeiro,Swimming,Swimming Women's 200 metres Individual Medley,No medal,1
Ye Shiwen,F,China,CHN,2016,Rio de Janeiro,Swimming,Swimming Women's 400 metres Individual Medley,No medal,1
Yi Siling,F,China,CHN,2012,London,Shooting,"Shooting Women's Air Rifle, 10 metres",Gold,1
Yi Siling,F,China,CHN,2016,Rio de Janeiro,Shooting,"Shooting Women's Air Rifle, 10 metres",Bronze,1
Yu Chenggang,M,China,CHN,2012,London,Rowing,Rowing Men's Lightweight Coxless Fours,No medal,1
Yu Chenggang,M,China,CHN,2016,Rio de Janeiro,Rowing,Rowing Men's Lightweight Coxless Fours,No medal,1
Yu Yang,F,China-2,CHN,2012,London,Badminton,Badminton Women's Doubles,No medal,1
Yu Yang,F,China-1,CHN,2016,Rio de Janeiro,Badminton,Badminton Women's Doubles,No medal,1
Zhang Chenglong,M,China,CHN,2012,London,Gymnastics,Gymnastics Men's Floor Exercise,No medal,1
Zhang Chenglong,M,China,CHN,2012,London,Gymnastics,Gymnastics Men's Parallel Bars,No medal,1
Zhang Chenglong,M,China,CHN,2012,London,Gymnastics,Gymnastics Men's Horizontal Bar,No medal,1
Zhang Chenglong,M,China,CHN,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Floor Exercise,No medal,1
Zhang Chenglong,M,China,CHN,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Parallel Bars,No medal,1
Zhang Chenglong,M,China,CHN,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Horizontal Bar,No medal,1
Zhang Guowei,M,China,CHN,2012,London,Athletics,Athletics Men's High Jump,No medal,1
Zhang Guowei,M,China,CHN,2016,Rio de Janeiro,Athletics,Athletics Men's High Jump,No medal,1
Zhang Jike,M,China,CHN,2012,London,Table Tennis,Table Tennis Men's Singles,Gold,1
Zhang Jike,M,China,CHN,2016,Rio de Janeiro,Table Tennis,Table Tennis Men's Singles,Silver,1
Zhang Nan,M,China-1,CHN,2012,London,Badminton,Badminton Mixed Doubles,Gold,1
Zhang Nan,M,China-1,CHN,2016,Rio de Janeiro,Badminton,Badminton Mixed Doubles,Bronze,1
Zhang Shuai,F,China-2,CHN,2012,London,Tennis,Tennis Women's Doubles,No medal,1
Zhang Shuai,F,China-1,CHN,2016,Rio de Janeiro,Tennis,Tennis Women's Doubles,No medal,1
Zhang Wenxiu,F,China,CHN,2012,London,Athletics,Athletics Women's Hammer Throw,No medal,1
Zhang Wenxiu,F,China,CHN,2016,Rio de Janeiro,Athletics,Athletics Women's Hammer Throw,Silver,1
Zhao Yunlei,F,China-1,CHN,2012,London,Badminton,Badminton Mixed Doubles,Gold,1
Zhao Yunlei,F,China-1,CHN,2016,Rio de Janeiro,Badminton,Badminton Mixed Doubles,Bronze,1
Zhou Yu,F,China,CHN,2012,London,Canoeing,"Canoeing Women's Kayak Singles, 200 metres",No medal,1
