NOC,Sport,Event,Gold,Silver,Bronze,NoMedal
RUS,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,5.3658360679384085
SCG,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,4.488117990696334
USA,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,8.537917853665572
VEN,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.0
ANG,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,0.0,0.0,0.0,0.7212145252605388
ARG,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,0.0,0.0,0.0,0.353395117377664
AUS,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,0.0,0.0,0.0,0.6815477263712092
AUT,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,0.0,0.0,0.0,1.8318848941617685
BRA,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,0.0,0.0,0.0,1.2188525476903105
CAN,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,0.0,0.0,0.0,0.353395117377664
CHN,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,0.0,0.0,0.0,0.0
CUB,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,0.0,0.0,0.0,0.0
CZE,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,0.0,0.0,0.0,0.176697558688832
ESP,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,0.0,0.0,0.0,0.78972990516029
EST,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,0.0,0.0,0.0,0.7212145252605388
FRA,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,0.0,0.0,0.0,0.5048501676823772
GEO,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,0.0,0.0,0.0,0.7212145252605388
GER,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,0.0,0.0,0.0,2.1924921567920377
GRE,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,0.0,0.0,0.0,0.5048501676823772
INA,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,0.0,0.0,0.0,0.0
ITA,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,0.0,0.0,0.0,1.0746096426382028
JPN,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,0.0,0.0,0.0,0.7212145252605388
LAT,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,0.0,0.0,0.0,0.7212145252605388
MEX,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,0.0,0.0,0.0,0.353395117377664
NED,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,0.0,0.0,0.0,1.4424290505210775
NOR,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,0.0,0.0,0.0,0.9664274638491218
NZL,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,0.0,0.0,0.0,0.0
POR,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,0.0,0.0,0.0,0.0
PUR,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,0.0,0.0,0.0,0.5048501676823772
RSA,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,0.0,0.0,0.0,0.5048501676823772
RUS,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,0.0,0.0,0.0,1.0746096426382028
SUI,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,0.0,0.0,0.0,1.57945981032058
SWE,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,0.0,0.0,0.0,0.6058202012188525
USA,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,0.0,0.0,0.0,2.9064945367999706
ANG,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",0.0,0.0,0.0,0.3606072626302694
AUS,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",0.0,0.0,0.0,0.3606072626302694
BLR,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",0.0,0.0,0.0,0.2524250838411886
BRA,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",0.0,0.0,0.0,0.3606072626302694
BUL,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",0.0,0.0,0.0,0.2524250838411886
CAN,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",0.0,0.0,0.0,0.4842955537124517
CHI,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",0.0,0.0,0.0,0.2524250838411886
CHN,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",0.0,0.0,0.0,0.613032346471458
CRO,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",0.0,0.0,0.0,0.5528109336122029
CUB,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",0.0,0.0,0.0,0.78972990516029
CZE,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",0.0,0.0,0.0,0.1236882910821823
DEN,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",0.0,0.0,0.0,0.1236882910821823
ESP,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",0.0,0.0,0.0,0.3761133749233709
EST,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",0.0,0.0,0.0,0.0
EUN,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",0.0,0.0,0.0,0.0
FRA,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",0.0,0.0,0.0,0.5373048213191014
GBR,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",0.0,0.0,0.0,0.0
GER,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",0.0,0.3003858497710144,0.0,0.0
GRE,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",0.0,0.0,0.0,0.176697558688832
GUM,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",0.0,0.0,0.0,0.3606072626302694
HUN,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",0.0,0.0,0.2524250838411886,0.0
KAZ,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",0.0,0.0,0.0,0.6609931124012838
KOR,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",0.0,0.0,0.0,0.0
LAT,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",0.0,0.0,0.0,0.78972990516029
MDA,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",0.0,0.0,0.0,0.1236882910821823
MEX,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",0.0,0.0,0.0,0.3606072626302694
NOR,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",0.0,0.0,0.0,0.176697558688832
POL,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",0.0,0.0,0.0,0.5373048213191014
POR,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",0.0,0.0,0.0,0.1236882910821823
ROU,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",0.0,0.0,0.0,0.78972990516029
RSA,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",0.0,0.0,0.0,0.3606072626302694
RUS,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",0.0,0.0,0.0,0.78972990516029
SVK,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",0.0,0.0,0.0,0.5528109336122029
SWE,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",0.0,0.0,0.0,0.0
TCH,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",0.0,0.0,0.0,0.0
UKR,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",0.0,0.0,0.0,0.3761133749233709
URU,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",0.0,0.0,0.0,0.2524250838411886
USA,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",0.0,0.0,0.0,0.2385417042299231
UZB,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",0.0,0.0,0.0,0.4842955537124517
ANG,Handball,Handball Women's Handball,0.0,0.0,0.0,11.679708629331795
AUS,Handball,Handball Women's Handball,0.0,0.0,0.0,0.0
AUT,Handball,Handball Women's Handball,0.0,0.0,0.0,2.65046338033248
BRA,Handball,Handball Women's Handball,0.0,0.0,0.0,9.5056074429339
CHN,Handball,Handball Women's Handball,0.0,0.0,0.0,10.0667123435866
DEN,Handball,Handball Women's Handball,0.0,0.0,0.0,5.717428149002921
ESP,Handball,Handball Women's Handball,0.0,0.0,0.0,3.7863762576178286
EUN,Handball,Handball Women's Handball,0.0,0.0,0.0,0.0
FRA,Handball,Handball Women's Handball,0.0,0.0,0.0,8.708665392521006
GER,Handball,Handball Women's Handball,0.0,0.0,0.0,6.903826043056507
GRE,Handball,Handball Women's Handball,0.0,0.0,0.0,3.7863762576178286
HUN,Handball,Handball Women's Handball,0.0,0.0,0.0,12.202228552883051
KAZ,Handball,Handball Women's Handball,0.0,0.0,0.0,5.048501676823771
KOR,Handball,Handball Women's Handball,0.0,0.0,0.0,11.697378385200675
NGR,Handball,Handball Women's Handball,0.0,0.0,0.0,0.0
NOR,Handball,Handball Women's Handball,0.0,0.0,0.0,8.317406512567164
ROU,Handball,Handball Women's Handball,0.0,0.0,0.0,7.882874761097689
RUS,Handball,Handball Women's Handball,0.0,0.0,0.0,5.048501676823771
SWE,Handball,Handball Women's Handball,0.0,0.0,0.0,5.409108939454041
UKR,Handball,Handball Women's Handball,0.0,0.0,0.0,3.7863762576178286
USA,Handball,Handball Women's Handball,0.0,0.0,0.0,0.0
ANG,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.0,0.0
ANT,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.0,0.0
ARG,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.0,0.613032346471458
AUS,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.0,0.5726443330568677
AUT,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.0,0.3606072626302694
BAR,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.0,0.3606072626302694
BEL,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.0,0.1236882910821823
BRA,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.0,0.613032346471458
CAN,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.0,0.4842955537124517
CAY,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.0,0.0
CHI,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.0,0.3606072626302694
CHN,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.0,0.0
CRO,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.0,0.3606072626302694
CYP,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.0,0.3606072626302694
CZE,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.0,0.4842955537124517
DEN,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.9134181962424724,0.0
DOM,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.0,0.3606072626302694
ESP,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.0,0.613032346471458
EST,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.0,0.5373048213191014
EUN,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.0,0.0
FIJ,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.0,0.1236882910821823
FIN,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.0,0.3606072626302694
FRA,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.0,0.7367206375536404
GBR,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.0,0.9134181962424724
GER,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.0,0.1236882910821823
GRE,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.0,0.4842955537124517
GUA,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.0,0.3606072626302694
HUN,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.0,0.6609931124012838
IRL,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.0,0.3003858497710144
ISV,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.0,0.5373048213191014
ITA,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.0,0.7367206375536404
JPN,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.0,0.3606072626302694
KOR,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.0,0.3606072626302694
LUX,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.0,0.3606072626302694
MAS,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.0,0.3606072626302694
MEX,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.0,0.0
NED,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.0,0.7367206375536404
NOR,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.0,0.3606072626302694
NZL,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.0,0.78972990516029
POL,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.0,0.4842955537124517
POR,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.0,0.4842955537124517
PUR,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.0,0.1236882910821823
ROU,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.0,0.1236882910821823
RSA,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.0,0.0
RUS,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.0,0.9134181962424724
SEY,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.0,0.3606072626302694
SGP,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.0,0.3606072626302694
SLO,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.0,0.613032346471458
SRI,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.0,0.176697558688832
SUI,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.0,0.5373048213191014
SVK,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.0,0.1236882910821823
SWE,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.0,0.613032346471458
TUR,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.0,0.5373048213191014
UAE,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.0,0.3606072626302694
UKR,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.0,0.1236882910821823
URU,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.0,0.3606072626302694
USA,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.8515740507013811,0.0
VEN,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.0,0.3606072626302694
ANG,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.0
ARG,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.7367206375536404
ARM,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.3761133749233709
AUS,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.5528109336122029
AUT,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.5528109336122029
AZE,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.613032346471458
BAN,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.176697558688832
BEL,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.3606072626302694
BER,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.0
BLR,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.3761133749233709,0.0,0.0
BOL,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.176697558688832
BRA,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.3606072626302694
CAM,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.1236882910821823
CAN,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,1.3270347264793911
CHN,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,1.213804046013487
COL,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.1236882910821823
CRO,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.176697558688832
CUB,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.176697558688832
CZE,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.1236882910821823
DEN,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.2524250838411886
ECU,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.0
EGY,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.2524250838411886
ESP,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.1236882910821823
EUN,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.0
FIN,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.3761133749233709
FRA,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.4842955537124517
GBR,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.8979120839493708
GEO,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.3606072626302694
GER,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,1.3425408387724929
GRE,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.613032346471458
GRN,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.2524250838411886
GUM,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.0
HKG,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.5528109336122029
HUN,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.4842955537124517
IRL,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.176697558688832
ISL,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.5373048213191014
ITA,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.613032346471458
JAM,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.2524250838411886
JPN,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.8449028163427211
KAZ,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.3606072626302694
KGZ,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.176697558688832
KOR,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.7367206375536404
LBA,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.3606072626302694
LCA,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.3606072626302694
LIB,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.3606072626302694
MAD,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.0
MAR,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.3606072626302694
MAS,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.3003858497710144
MEX,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.2524250838411886
MLI,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.176697558688832
NED,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.4842955537124517
NEP,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.2524250838411886
NIG,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.176697558688832
NOR,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.2473765821643647
NZL,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.3761133749233709
PER,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.2524250838411886
PHI,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.4291226425300205
PNG,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.176697558688832
POL,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.0
POR,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.3761133749233709
ROU,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.1236882910821823
RSA,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.6609931124012838
RUS,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.9134181962424724
RWA,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.176697558688832
SCG,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.2524250838411886
SEY,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.2524250838411886
SGP,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.3761133749233709
SLO,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.176697558688832
SRB,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.3606072626302694
SRI,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.3606072626302694
SUI,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.176697558688832
SVK,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.1236882910821823
SWE,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,1.1452886661137354
TCH,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.0
THA,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.0
TPE,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.1236882910821823
TTO,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.1236882910821823
TUR,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.5373048213191014
UKR,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.8449028163427211
USA,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,1.0901157549313043
VIE,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.0
ANG,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.0,0.0,0.0
ARG,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.0,0.0,0.1236882910821823
AUS,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.0,0.0,0.9134181962424724
AUT,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.0,0.0,0.3606072626302694
BEL,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.0,0.0,0.176697558688832
BIH,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.0,0.0,0.0
BLR,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.3761133749233709,0.0,0.0
BRA,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.0,0.0,1.0216003750315532
CAN,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.0,0.0,0.961378962172298
CHN,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.0,0.0,1.6501388337961125
COL,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.0,0.0,0.3606072626302694
CRO,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.0,0.0,0.1236882910821823
CYP,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.0,0.0,0.5373048213191014
CZE,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.0,0.0,0.1236882910821823
DEN,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.0,0.0,0.9685911074249036
ESP,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.0,0.0,0.0
EST,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.0,0.0,0.3606072626302694
EUN,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.0,0.0,0.0
FIJ,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.0,0.0,0.0
FIN,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.0,0.0,0.3606072626302694
FRA,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.0,0.0,0.9891457213948288
FSM,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.0,0.0,0.176697558688832
GBR,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.0,0.0,1.2740254588727418
GER,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.0,0.0,0.3003858497710144
GRE,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.0,0.0,0.5528109336122029
GUA,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.0,0.0,0.0
HKG,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.0,0.0,0.78972990516029
HON,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.0,0.0,0.0
HUN,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.0,0.0,0.9134181962424724
IOA,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.0,0.0,0.0
IRL,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.0,0.0,0.1236882910821823
ISL,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.0,0.0,0.3761133749233709
ISR,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.0,0.0,0.5373048213191014
ISV,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.0,0.0,0.0
ITA,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.0,0.0,0.8654574303126467
JPN,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.0,0.0,1.213804046013487
KOR,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.0,0.0,0.9134181962424724
LCA,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.0,0.0,0.2524250838411886
LTU,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.0,0.0,0.1236882910821823
MEX,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.0,0.0,0.0
MKD,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.0,0.0,0.1236882910821823
MLT,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.0,0.0,0.176697558688832
MOZ,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.0,0.0,0.0
NAM,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.0,0.0,0.0
NED,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.0,0.0,0.613032346471458
NOR,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.0,0.0,0.3606072626302694
NZL,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.0,0.0,0.2524250838411886
POL,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.0,0.0,0.176697558688832
POR,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.0,0.0,0.4842955537124517
ROU,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.0,0.0,0.3003858497710144
RSA,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.0,0.0,0.6609931124012838
RUS,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.0,0.0,0.961378962172298
SEN,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.0,0.0,0.3606072626302694
SGP,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.0,0.0,0.3606072626302694
SLO,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.0,0.0,0.3606072626302694
SMR,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.0,0.0,0.3606072626302694
SVK,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.0,0.0,0.176697558688832
SWE,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.0,0.0,0.6609931124012838
SWZ,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.0,0.0,0.176697558688832
