Name,NOC,Sport,Event,Gold,Silver,Bronze,NoMedal
Peter Waterfield,GBR,Diving,Diving Men's Platform,0.0,0.0,0.0,0.0564815762735921
Peter Waterfield,GBR,Diving,Diving Men's Synchronized Platform,0.0564815762735921,0.0,0.0,0.0
Peter Wilson J.,GBR,Shooting,Shooting Men's Double Trap,0.4251944981035007,0.0,0.0,0.0
Philip Hindes,GBR,Cycling,Cycling Men's Team Sprint,0.0,0.0,0.0,0.1307772121082863
Phillips Idowu,GBR,Athletics,Athletics Men's Triple Jump,0.0,0.0,0.0564815762735921,0.0
Rachel Cawthorn,GBR,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",0.0,0.0,0.0,0.41280651273068997
Rachel Cawthorn,GBR,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",0.0,0.0,0.0,0.10320162818267249
Rachel Smith,GBR,Gymnastics,Gymnastics Women's Group,0.0,0.0,0.0,0.06337767478502455
Rebecca Adlington,GBR,Swimming,Swimming Women's 400 metres Freestyle,0.0,0.0,0.0,0.3429791132679973
Rebecca Adlington,GBR,Swimming,Swimming Women's 800 metres Freestyle,0.0,0.0,0.0,0.3429791132679973
Rebecca Gallantree,GBR,Diving,Diving Women's Springboard,0.0,0.0,0.0,0.37609773036681365
Rebecca Gallantree,GBR,Diving,Diving Women's Synchronized Springboard,0.0,0.0,0.43103202920165273,0.0
Rebecca Tunney,GBR,Gymnastics,Gymnastics Women's Individual All-Around,0.0,0.0,0.0,0.38026604871014735
Rebecca Tunney,GBR,Gymnastics,Gymnastics Women's Floor Exercise,0.0,0.0,0.0,0.38026604871014735
Rebecca Tunney,GBR,Gymnastics,Gymnastics Women's Uneven Bars,0.0,0.0,0.0,0.38026604871014735
Rebecca Tunney,GBR,Gymnastics,Gymnastics Women's Balance Beam,0.0,0.0,0.0,0.38026604871014735
Rebecca Turner,GBR,Swimming,Swimming Women's 200 metres Freestyle,0.0,0.0,0.0,0.32343015432623784
Rhys Williams,GBR,Athletics,Athletics Men's 400 metres Hurdles,0.0,0.0,0.0,0.43103202920165273
Richard Brickell,GBR,Shooting,Shooting Men's Skeet,0.0,0.0,0.0,0.24466338629777856
Richard Chambers,GBR,Rowing,Rowing Men's Lightweight Coxless Fours,0.0,0.0,0.0,0.07657411653047037
Richard Davison,GBR,Equestrian,"Equestrian Mixed Dressage, Individual",0.0,0.0,0.0,0.0006076485030925537
Richard Faulds,GBR,Shooting,Shooting Men's Double Trap,0.0,0.0,0.0006076485030925537,0.0
Richard Hounslow,GBR,Canoeing,"Canoeing Men's Kayak Singles, Slalom",0.0,0.0,0.0,0.41280651273068997
Richard Hounslow,GBR,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",0.0,0.0,0.0,0.20464314669255307
Richard Jefferies,GBR,Canoeing,"Canoeing Men's Canadian Singles, 200 metres",0.0,0.0,0.0,0.41280651273068997
Richard Jefferies,GBR,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",0.0,0.0,0.0,0.41280651273068997
Richard Kruse,GBR,Fencing,"Fencing Men's Foil, Individual",0.0,0.0,0.0,0.24466338629777856
Robert Grabarz,GBR,Athletics,Athletics Men's High Jump,0.0,0.0,0.42907880549134547,0.0
Robert Renwick,GBR,Swimming,Swimming Men's 200 metres Freestyle,0.0,0.0,0.0,0.3146902172487469
Robert Renwick,GBR,Swimming,Swimming Men's 400 metres Freestyle,0.0,0.0,0.0,0.32343015432623784
Robert Williams,GBR,Rowing,Rowing Men's Lightweight Coxless Fours,0.0,0.0,0.0,0.0764845507062238
Roberto Pavoni,GBR,Swimming,Swimming Men's 200 metres Butterfly,0.0,0.0,0.0,0.32343015432623784
Roberto Pavoni,GBR,Swimming,Swimming Men's 400 metres Individual Medley,0.0,0.0,0.0,0.32343015432623784
Rory Warlow,GBR,Shooting,Shooting Men's Skeet,0.0,0.0,0.0,0.43103202920165273
Ross Hutchins,GBR,Tennis,Tennis Men's Doubles,0.0,0.0,0.0,0.21551601460082637
Ross Murray,GBR,Athletics,"Athletics Men's 1,500 metres",0.0,0.0,0.0,0.43103202920165273
Sally Conway,GBR,Judo,Judo Women's Middleweight,0.0,0.0,0.0,0.3319106777403963
Sam Oldham,GBR,Gymnastics,Gymnastics Men's Floor Exercise,0.0,0.0,0.0,0.38026604871014735
Sam Oldham,GBR,Gymnastics,Gymnastics Men's Parallel Bars,0.0,0.0,0.0,0.38026604871014735
Sam Oldham,GBR,Gymnastics,Gymnastics Men's Horizontal Bar,0.0,0.0,0.0,0.38026604871014735
Sam Oldham,GBR,Gymnastics,Gymnastics Men's Rings,0.0,0.0,0.0,0.38026604871014735
Samantha Murray,GBR,Modern Pentathlon,Modern Pentathlon Women's Individual,0.0,0.42712778829100967,0.0,0.0
Samuel Weale,GBR,Modern Pentathlon,Modern Pentathlon Men's Individual,0.0,0.0,0.0,0.37609773036681365
Sarah Barrow,GBR,Diving,Diving Women's Synchronized Platform,0.0,0.0,0.43103202920165273,0.0
Sarah Clark,GBR,Judo,Judo Women's Lightweight,0.0,0.0,0.0,0.3319106777403963
Sarah Stevenson,GBR,Taekwondo,Taekwondo Women's Welterweight,0.0,0.0,0.0,0.1121082279790716
Saskia Clark,GBR,Sailing,Sailing Women's Two Person Dinghy,0.3866703168067559,0.0,0.0,0.0
Savannah Marshall,GBR,Boxing,Boxing Women's Middleweight,0.0,0.0,0.0,0.20732393359127624
Scott Brash,GBR,Equestrian,"Equestrian Mixed Jumping, Individual",0.0,0.0,0.0,0.43103202920165273
Scott Overall,GBR,Athletics,Athletics Men's Marathon,0.0,0.0,0.0,0.43103202920165273
Shana Cox,GBR,Athletics,Athletics Women's 400 metres,0.0,0.0,0.0,0.43103202920165273
Shanaze Reade,GBR,Cycling,Cycling Women's BMX,0.0,0.0,0.0,0.33253651253070954
Shara Proctor,GBR,Athletics,Athletics Women's Long Jump,0.0,0.0,0.0,0.43103202920165273
Simon Terry,GBR,Archery,Archery Men's Individual,0.0,0.0,0.0,2.3212841402737677e-09
Simon Terry,GBR,Archery,Archery Men's Team,0.0,0.0,0.0,7.737613800912559e-10
Siobhan-Marie O'connor,GBR,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.32343015432623784
Sophie Allen,GBR,Swimming,Swimming Women's 200 metres Individual Medley,0.0,0.0,0.0,0.32343015432623784
Sophie Cox,GBR,Judo,Judo Women's Half-Lightweight,0.0,0.0,0.0,0.3319106777403963
Sophie Hitchon,GBR,Athletics,Athletics Women's Hammer Throw,0.0,0.0,0.0,0.43103202920165273
Sophie Troiano,GBR,Fencing,"Fencing Women's Foil, Individual",0.0,0.0,0.0,0.43103202920165273
Sophie Williams,GBR,Fencing,"Fencing Women's Sabre, Individual",0.0,0.0,0.0,0.43103202920165273
Stacey Tadd,GBR,Swimming,Swimming Women's 200 metres Breaststroke,0.0,0.0,0.0,0.32343015432623784
Stacie Powell,GBR,Diving,Diving Women's Platform,0.0,0.0,0.0,0.37609773036681365
Stephanie Proud,GBR,Swimming,Swimming Women's 200 metres Backstroke,0.0,0.0,0.0,0.32343015432623784
Stephen Morrison,GBR,Sailing,Sailing Men's Skiff,0.0,0.0,0.0,0.42303089747697953
Steven Lewis,GBR,Athletics,Athletics Men's Pole Vault,0.0,0.0,0.0,0.37609773036681365
Stuart Bithell,GBR,Sailing,Sailing Men's Two Person Dinghy,0.41709878322490335,0.0,0.0,0.0
Stuart Hayes,GBR,Triathlon,Triathlon Men's Olympic Distance,0.0,0.0,0.43103202920165273,0.0
Stuart Stokes,GBR,Athletics,"Athletics Men's 3,000 metres Steeplechase",0.0,0.0,0.0,0.43103202920165273
Susan (hughes-),GBR,Badminton,Badminton Women's Singles,0.0,0.0,0.0,0.43103202920165273
Theratil Ouseph,GBR,Badminton,Badminton Men's Singles,0.0,0.0,0.0,0.43103202920165273
Thomas Daley,GBR,Diving,Diving Men's Platform,0.0,0.3742297085999906,0.0,0.0
Thomas Daley,GBR,Diving,Diving Men's Synchronized Platform,0.0,0.0,0.0,0.37609773036681365
Thomas Stalker,GBR,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.20732393359127624
Tiffany (ofili-),GBR,Athletics,Athletics Women's 100 metres Hurdles,0.0,0.0,0.0,0.43103202920165273
Timothy Baillie,GBR,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",0.0,0.0,0.0,0.2037517801984601
Tonia Couch,GBR,Diving,Diving Women's Synchronized Platform,0.0,0.0,0.0,0.37609773036681365
Victoria (-gardner),GBR,Cycling,Cycling Women's Keirin,0.0,0.0,0.3923316363248589,0.0
Victoria (-gardner),GBR,Cycling,Cycling Women's Team Sprint,0.0,0.0,0.0,0.19961629628841573
Victoria (-gardner),GBR,Cycling,Cycling Women's Sprint,0.18258141999671024,0.0,0.0,0.0
Victoria Holland,GBR,Triathlon,Triathlon Women's Olympic Distance,0.0,0.0,0.43103202920165273,0.0
William Fox-pitt,GBR,Equestrian,"Equestrian Mixed Three-Day Event, Individual",0.0,0.0,0.0,0.24466338629777856
William Fox-pitt,GBR,Equestrian,"Equestrian Mixed Three-Day Event, Team",0.0,0.0,0.0005980464979362483,0.0
William Fox-pitt,GBR,Equestrian,"Equestrian Mixed Three-Day Event, Team",0.0,0.0,0.0,0.12086502405122235
William Fox-pitt,GBR,Equestrian,"Equestrian Mixed Three-Day Event, Team",0.0,0.0,0.0,0.14367734306721758
Winston Gordon,GBR,Judo,Judo Men's Middleweight,0.0,0.0,0.0,0.29056090140073376
Yamil (-dodds),GBR,Athletics,Athletics Women's Triple Jump,0.0,0.0,0.0,0.0564815762735921
Zara (-tindall),GBR,Equestrian,"Equestrian Mixed Three-Day Event, Individual",0.0,0.0,0.0,0.10775800730041318
Zoe Smith,GBR,Weightlifting,Weightlifting Women's Lightweight,0.0,0.0,0.0,0.30038837530995427
Augusto Midana,GBS,Wrestling,"Wrestling Men's Middleweight, Freestyle",0.0,0.0,0.0,0.288911482498041
Graciela Martins,GBS,Athletics,Athletics Women's 400 metres,0.0,0.0,0.43103202920165273,0.0
Holder Silva,GBS,Athletics,Athletics Men's 100 metres,0.0,0.0,0.0,0.37609773036681365
Jacira Mendonca,GBS,Wrestling,"Wrestling Women's Middleweight, Freestyle",0.0,0.0,0.3117658536337936,0.0
Adam Okruashvili,GEO,Judo,Judo Men's Heavyweight,0.0,0.3319106777403963,0.0,0.0
Ana T'at'ishvili,GEO,Tennis,Tennis Women's Singles,0.0,0.0,0.0,0.43103202920165273
Ana T'at'ishvili,GEO,Tennis,Tennis Women's Doubles,0.0,0.0,0.0,0.21551601460082637
Avtandil Ch'rik'ishvili,GEO,Judo,Judo Men's Half-Middleweight,0.0,0.3319106777403963,0.0,0.0
Bekir Zl,GEO,Judo,Judo Men's Extra-Lightweight,0.0,0.3319106777403963,0.0,0.0
Boleslav Skhirt'ladze,GEO,Athletics,Athletics Men's Long Jump,0.0,0.0,0.43103202920165273,0.0
David Ilariani,GEO,Athletics,Athletics Men's 110 metres Hurdles,0.0,0.0,0.0,0.24466338629777856
Davit Khutsishvili,GEO,Wrestling,"Wrestling Men's Middleweight, Freestyle",0.0,0.0,0.0,0.3117658536337936
Davit Marsagishvili,GEO,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",0.0,0.0,0.35466491937193567,0.0
Davit Modzmanashvili,GEO,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",0.0,0.40003583637432283,0.0,0.0
Gia Mach'avariani,GEO,Weightlifting,Weightlifting Men's Heavyweight,0.0,0.30038837530995427,0.0,0.0
Giorgi Gogshelidze,GEO,Wrestling,"Wrestling Men's Heavyweight, Freestyle",0.0,0.330174456020152,0.0,0.0
Giorgi Nadiradze,GEO,Cycling,"Cycling Men's Road Race, Individual",0.0,0.0,0.0,0.39923259257683147
Guram Pherselidze,GEO,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",0.0,0.0,0.0,0.3117658536337936
Irak'li Bolkvadze,GEO,Swimming,Swimming Men's 200 metres Breaststroke,0.0,0.0,0.0,0.32343015432623784
Irak'li Turmanidze,GEO,Weightlifting,Weightlifting Men's Super-Heavyweight,0.0,0.30038837530995427,0.0,0.0
Kristine Esebua,GEO,Archery,Archery Women's Individual,0.0,0.0,0.0,0.24466338629777856
Lasha Shavdatuashvili,GEO,Judo,Judo Men's Half-Lightweight,0.4318054186708982,0.0,0.0,0.0
Levan Zhorzholiani,GEO,Judo,Judo Men's Half-Heavyweight,0.0,0.0,0.0,0.3204967131845633
Luba Golovina,GEO,Gymnastics,Gymnastics Women's Individual,0.0,0.0,0.0,0.3086898623939644
Maciej Rosiewicz,GEO,Athletics,Athletics Men's 50 kilometres Walk,0.0,0.0,0.43103202920165273,0.0
Maik'o Gogoladze,GEO,Athletics,Athletics Women's Long Jump,0.0,0.0,0.43103202920165273,0.0
Malkhaz Zarkua,GEO,Wrestling,"Wrestling Men's Lightweight, Freestyle",0.0,0.0,0.0,0.3117658536337936
Manuchar Tskhadaia,GEO,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",0.0,0.0,0.35466491937193567,0.0
Margalit'a Chakhnashvili,GEO,Tennis,Tennis Women's Doubles,0.0,0.0,0.0,0.21551601460082637
Nino (-machavariani),GEO,Shooting,"Shooting Women's Air Pistol, 10 metres",0.0,2.3212841402737677e-09,0.0,0.0
Nino (-machavariani),GEO,Shooting,"Shooting Women's Sporting Pistol, 25 metres",0.0,0.0,0.0,2.3212841402737677e-09
Nugzar T'at'alashvili,GEO,Judo,Judo Men's Lightweight,0.0,0.3319106777403963,0.0,0.0
Otar Tushishvili,GEO,Wrestling,"Wrestling Men's Welterweight, Freestyle",0.0,0.0,0.0,0.2321117382135594
Raul Tsirek'idze,GEO,Weightlifting,Weightlifting Men's Light-Heavyweight,0.0,0.0,0.0,0.29949897599859965
Revaz Lashkhi,GEO,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",0.0,0.40003583637432283,0.0,0.0
Soso Jabidze,GEO,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",0.0,0.0,0.0,0.3117658536337936
Varlam Lip'art'eliani,GEO,Judo,Judo Men's Middleweight,0.0,0.3319106777403963,0.0,0.0
Vladimer Gegeshidze,GEO,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",0.0,0.0,0.0,0.3117658536337936
Vladimer Khinchegashvili,GEO,Wrestling,"Wrestling Men's Featherweight, Freestyle",0.0,0.40003583637432283,0.0,0.0
Zurabi Datunashvili,GEO,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",0.0,0.0,0.0,0.3117658536337936
Bibiana Mangue,GEQ,Athletics,Athletics Women's 100 metres Hurdles,0.0,0.0,0.43103202920165273,0.0
Manuel Owo,GEQ,Athletics,Athletics Men's 800 metres,0.0,0.0,0.43103202920165273,0.0
Adelheid Morath,GER,Cycling,"Cycling Women's Mountainbike, Cross-Country",0.0,0.0,0.0,0.33253651253070954
Alexander John,GER,Athletics,Athletics Men's 110 metres Hurdles,0.0,0.0,0.0,0.43103202920165273
Alexandra (demmel-),GER,Wrestling,"Wrestling Women's Flyweight, Freestyle",0.0,0.0,0.0,0.288911482498041
Alexandra Bujdoso,GER,Fencing,"Fencing Women's Sabre, Individual",0.0,0.0,0.0,0.37609773036681365
Alexandra Wenk,GER,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.0,0.0,0.32343015432623784
Almir Velagic,GER,Weightlifting,Weightlifting Men's Super-Heavyweight,0.0,0.0,0.0,0.29949897599859965
Alyn Camara,GER,Athletics,Athletics Men's Long Jump,0.0,0.0,0.0,0.43103202920165273
Anabel Balkenhol,GER,Equestrian,"Equestrian Mixed Dressage, Individual",0.0,0.0,0.0,0.43103202920165273
Andr Hhne,GER,Athletics,Athletics Men's 20 kilometres Walk,0.0,0.0,0.0,0.24466338629777856
Andr Hhne,GER,Athletics,Athletics Men's 50 kilometres Walk,0.0,0.0,0.0,0.24466338629777856
Andre Greipel,GER,Cycling,"Cycling Men's Road Race, Individual",0.0,0.0,0.0,0.39923259257683147
Andreas Ihle,GER,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",0.0,0.0,0.0368746839496216,0.0
Andreas Tlzer,GER,Judo,Judo Men's Heavyweight,0.0,0.0,0.0,0.32137886211163447
Andreas Toba,GER,Gymnastics,Gymnastics Men's Floor Exercise,0.0,0.0,0.0,0.38026604871014735
Andreas Toba,GER,Gymnastics,Gymnastics Men's Rings,0.0,0.0,0.0,0.38026604871014735
Andreas Waschburger,GER,Swimming,Swimming Men's 10 kilometres Open Water,0.0,0.0,0.0,0.32343015432623784
Angela Maurer,GER,Swimming,Swimming Women's 10 kilometres Open Water,0.0,0.0,0.0,0.3146902172487469
Angelique Kerber,GER,Tennis,Tennis Women's Singles,0.0,0.0,0.0,0.43103202920165273
Angelique Kerber,GER,Tennis,Tennis Mixed Doubles,0.0,0.0,0.0,0.43103202920165273
Angelique Kerber,GER,Tennis,Tennis Women's Doubles,0.0,0.0,0.0,0.21551601460082637
Anja Dittmer,GER,Triathlon,Triathlon Women's Olympic Distance,0.0,0.0,0.0,0.0564815762735921
Anna Dogonadze-lilkendey,GER,Gymnastics,Gymnastics Women's Individual,0.0,0.0,0.01765904931531201,0.0
Anna Rh,GER,Athletics,Athletics Women's Discus Throw,0.0,0.0,0.0,0.43103202920165273
Anna-Lena Grnefeld,GER,Tennis,Tennis Women's Doubles,0.0,0.0,0.0,0.21551601460082637
Anne Haug,GER,Triathlon,Triathlon Women's Olympic Distance,0.0,0.0,0.0,0.43103202920165273
Annika Schleu,GER,Modern Pentathlon,Modern Pentathlon Women's Individual,0.0,0.0,0.0,0.43103202920165273
Antje Mldner-schmidt,GER,Athletics,"Athletics Women's 3,000 metres Steeplechase",0.0,0.0,0.0,0.37609773036681365
Ariane (tempel-),GER,Athletics,Athletics Women's High Jump,0.0,0.0,0.0,0.37609773036681365
Arne Gabius,GER,Athletics,"Athletics Men's 5,000 metres",0.0,0.0,0.0,0.43103202920165273
Barbara Lechner-engleder,GER,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",0.0,0.0,0.0,0.12233169314888928
Bastian Seibt,GER,Rowing,Rowing Men's Lightweight Coxless Fours,0.0,0.0,0.0,0.07426875272242688
Beate (-kstel),GER,Shooting,"Shooting Women's Air Rifle, 10 metres",0.0,0.0,0.0,0.43103202920165273
Beatrix Worrack,GER,Cycling,"Cycling Women's Road Race, Individual",0.0,0.0,0.0,0.1854585123754885
Beatrix Worrack,GER,Cycling,Cycling Women's Individual Time Trial,0.0,0.0,0.0,0.1854585123754885
Benedikt Wagner,GER,Fencing,"Fencing Men's Sabre, Individual",0.0,0.0,0.0,0.43103202920165273
Benedikt Wagner,GER,Fencing,"Fencing Men's Sabre, Team",0.0,0.0,0.0,0.10775800730041318
Benjamin Kleibrink,GER,Fencing,"Fencing Men's Foil, Individual",0.0,0.0,0.0,0.37609773036681365
Benjamin Starke,GER,Swimming,Swimming Men's 100 metres Butterfly,0.0,0.0,0.0,0.3146902172487469
Bert Grabsch,GER,Cycling,"Cycling Men's Road Race, Individual",0.0,0.0,0.0,0.33253651253070954
Bert Grabsch,GER,Cycling,Cycling Men's Individual Time Trial,0.0,0.0,0.0,0.33253651253070954
Betty Heidler,GER,Athletics,Athletics Women's Hammer Throw,0.0,0.0,0.2431937157506612,0.0
Birgit Overzier-michels,GER,Badminton,Badminton Mixed Doubles,0.0,0.0,0.0,0.37609773036681365
Bjrn Hbner,GER,Fencing,"Fencing Men's Sabre, Team",0.0,0.0,0.0,0.10775800730041318
Bjrn Otto,GER,Athletics,Athletics Men's Pole Vault,0.0,0.0,0.42712778829100967,0.0
Britta Heidemann,GER,Fencing,"Fencing Women's epee, Team",0.0,0.0,0.0,0.08155446209925953
Britta Heidemann,GER,Fencing,"Fencing Women's epee, Individual",0.0,0.2417300481024447,0.0,0.0
Britta Steffen,GER,Swimming,Swimming Women's 50 metres Freestyle,0.0,0.0,0.0,0.3146902172487469
Britta Steffen,GER,Swimming,Swimming Women's 100 metres Freestyle,0.0,0.0,0.0,0.3146902172487469
Camilla Pfeffer,GER,Gymnastics,Gymnastics Women's Group,0.0,0.0,0.0,0.06337767478502455
Camilo Mayr,GER,Archery,Archery Men's Individual,0.0,0.0,0.43103202920165273,0.0
Carolin (-dietrich),GER,Athletics,Athletics Women's 100 metres Hurdles,0.0,0.0,0.0,0.37609773036681365
Carolin (wutz-),GER,Fencing,"Fencing Women's Foil, Individual",0.0,0.0,0.0,0.37609773036681365
Carolin Leonhardt,GER,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",0.0,0.0,0.0,0.06273428812576884
Caroline Ruhnau,GER,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,0.32343015432623784
Carsten Schlangen,GER,Athletics,"Athletics Men's 1,500 metres",0.0,0.0,0.0,0.37609773036681365
Cathrin Puhl,GER,Gymnastics,Gymnastics Women's Group,0.0,0.0,0.0,0.06337767478502455
Charlotte Becker,GER,Cycling,"Cycling Women's Road Race, Individual",0.0,0.0,0.0,0.39923259257683147
Christian Ahlmann,GER,Equestrian,"Equestrian Mixed Jumping, Individual",0.0,0.0,0.0,0.24466338629777856
Christian Lehn,GER,Swimming,Swimming Men's 100 metres Breaststroke,0.0,0.0,0.0,0.32343015432623784
Christian Lehn,GER,Swimming,Swimming Men's 200 metres Breaststroke,0.0,0.0,0.0,0.32343015432623784
Christian Reif,GER,Athletics,Athletics Men's Long Jump,0.0,0.0,0.0,0.43103202920165273
Christian Reitz,GER,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",0.0,0.0,0.0,0.37609773036681365
Christian Reitz,GER,Shooting,"Shooting Men's Free Pistol, 50 metres",0.0,0.0,0.0,0.43103202920165273
Christin Steuer,GER,Diving,Diving Women's Platform,0.0,0.0,0.0,0.24466338629777856
Christin Steuer,GER,Diving,Diving Women's Synchronized Platform,0.0,0.0,0.0,0.43103202920165273
Christin Ulrich,GER,Weightlifting,Weightlifting Women's Lightweight,0.0,0.0,0.0,0.30038837530995427
Christina Obergfll,GER,Athletics,Athletics Women's Javelin Throw,0.0,0.2417300481024447,0.0,0.0
Christina Schwanitz,GER,Athletics,Athletics Women's Shot Put,0.0,0.0,0.0,0.37609773036681365
Christine Brinker-wenzel,GER,Shooting,Shooting Women's Skeet,0.0,0.0,0.0,0.37609773036681365
Christophe Lambert,GER,Judo,Judo Men's Middleweight,0.0,0.0,0.0,0.3319106777403963
Christopher Kas,GER,Tennis,Tennis Mixed Doubles,0.0,0.0,0.0,0.43103202920165273
Christopher Kas,GER,Tennis,Tennis Men's Doubles,0.0,0.0,0.0,0.21551601460082637
Christopher Linke,GER,Athletics,Athletics Men's 50 kilometres Walk,0.0,0.0,0.0,0.43103202920165273
Christopher Vlk,GER,Judo,Judo Men's Lightweight,0.0,0.0,0.0,0.3319106777403963
Cindy Roleder,GER,Athletics,Athletics Women's 100 metres Hurdles,0.0,0.0,0.0,0.43103202920165273
Claudia Malzahn,GER,Judo,Judo Women's Half-Middleweight,0.0,0.0,0.0,0.3319106777403963
Claudia Verdicchio-krause,GER,Shooting,"Shooting Women's Air Pistol, 10 metres",0.0,0.0,0.0,0.24466338629777856
Claudia Verdicchio-krause,GER,Shooting,"Shooting Women's Sporting Pistol, 25 metres",0.0,0.0,0.0,0.24466338629777856
Clemens Rapp,GER,Swimming,Swimming Men's 200 metres Freestyle,0.0,0.0,0.0,0.32343015432623784
Corinna Harrer,GER,Athletics,"Athletics Women's 1,500 metres",0.0,0.0,0.0,0.43103202920165273
Daniel Brodmeier,GER,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",0.0,0.0,0.0,0.21551601460082637
Daniel Brodmeier,GER,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",0.0,0.0,0.0,0.43103202920165273
Daniela Schreiber,GER,Swimming,Swimming Women's 100 metres Freestyle,0.0,0.0,0.0,0.32343015432623784
David Schrder,GER,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",0.0,0.0,0.0,0.20640325636534498
David Storl,GER,Athletics,Athletics Men's Shot Put,0.0,0.0,0.42712778829100967,0.0
Dimitri Peters,GER,Judo,Judo Men's Half-Heavyweight,0.0,0.0,0.36485881301644024,0.0
Dimitrij Ovtcharov,GER,Table Tennis,Table Tennis Men's Singles,0.0,0.0,0.3742297085999906,0.0
Dirk Schrade,GER,Equestrian,"Equestrian Mixed Three-Day Event, Individual",0.0,0.0,0.0,0.21551601460082637
Dorothee (-krumhoff),GER,Equestrian,"Equestrian Mixed Dressage, Individual",0.0,0.0,0.0,0.43103202920165273
Dorothee (-krumhoff),GER,Equestrian,"Equestrian Mixed Dressage, Team",0.0,0.0,0.0,0.14237592943033656
Elena Richter,GER,Archery,Archery Women's Individual,0.0,0.0,0.43103202920165273,0.0
Elisabeth Seitz,GER,Gymnastics,Gymnastics Women's Individual All-Around,0.0,0.0,0.0,0.38026604871014735
Elisabeth Seitz,GER,Gymnastics,Gymnastics Women's Floor Exercise,0.0,0.0,0.0,0.38026604871014735
Elisabeth Seitz,GER,Gymnastics,Gymnastics Women's Uneven Bars,0.0,0.0,0.0,0.38026604871014735
Elisabeth Seitz,GER,Gymnastics,Gymnastics Women's Balance Beam,0.0,0.0,0.0,0.38026604871014735
Elizaveta Ryzih,GER,Athletics,Athletics Women's Pole Vault,0.0,0.0,0.0,0.43103202920165273
Enrico Klling,GER,Boxing,Boxing Men's Light-Heavyweight,0.0,0.0,0.20732393359127624,0.0
Erik Balnuweit,GER,Athletics,Athletics Men's 110 metres Hurdles,0.0,0.0,0.0,0.43103202920165273
Erik Pfeifer,GER,Boxing,Boxing Men's Super-Heavyweight,0.0,0.0,0.20732393359127624,0.0
Fabian Hambchen,GER,Gymnastics,Gymnastics Men's Individual All-Around,0.0,0.0,0.0,0.15839628003049455
Fabian Hambchen,GER,Gymnastics,Gymnastics Men's Floor Exercise,0.0,0.0,0.0,0.15839628003049455
Fabian Hambchen,GER,Gymnastics,Gymnastics Men's Parallel Bars,0.0,0.0,0.0,0.15839628003049455
Fabian Hambchen,GER,Gymnastics,Gymnastics Men's Rings,0.0,0.0,0.0,0.15839628003049455
Fabian Hambchen,GER,Gymnastics,Gymnastics Men's Pommelled Horse,0.0,0.0,0.0,0.15839628003049455
Fabian Hambchen,GER,Gymnastics,Gymnastics Men's Horizontal Bar,0.0,0.15665773850015016,0.0,0.0
Ferdinand Gerz,GER,Sailing,Sailing Men's Two Person Dinghy,0.0,0.0,0.0,0.42303089747697953
Florian Schmidt,GER,Shooting,"Shooting Men's Air Pistol, 10 metres",0.0,0.0,0.0,0.37609773036681365
Florian Schmidt,GER,Shooting,"Shooting Men's Free Pistol, 50 metres",0.0,0.0,0.0,0.37609773036681365
Frank Henze,GER,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",0.0,0.0,0.0,0.20640325636534498
Frank Stbler,GER,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",0.0,0.0,0.0,0.3117658536337936
Franziska Goltz,GER,Sailing,Sailing Women's One Person Dinghy,0.0,0.0,0.0,0.42303089747697953
Franziska Weber,GER,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",0.2037517801984601,0.0,0.0,0.0
Franziska Weber,GER,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",0.0,0.0,0.0,0.10232157334627653
Friederike (ziegelmayer-),GER,Sailing,Sailing Women's Two Person Dinghy,0.0,0.0,0.0,0.42303089747697953
Frithjof Kleen,GER,Sailing,Sailing Men's Two Person Keelboat,0.0,0.0,0.0,0.42303089747697953
Gesa Krause,GER,Athletics,"Athletics Women's 3,000 metres Steeplechase",0.0,0.0,0.0,0.43103202920165273
