NOC,Sport,Event,Division,1992,1996,2000,2004,2008,2012,2016,2020,2024
GRE,Football,Football Women's Football,18,,0.0,0.0,18.0,0.0,0.0,0.0,,
GRE,Gymnastics,Gymnastics Men's Floor Exercise,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,
GRE,Gymnastics,Gymnastics Men's Horizontal Bar,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,
GRE,Gymnastics,Gymnastics Men's Horse Vault,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,
GRE,Gymnastics,Gymnastics Men's Individual,1,,,0.0,1.0,0.0,0.0,0.0,,
GRE,Gymnastics,Gymnastics Men's Individual All-Around,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,
GRE,Gymnastics,Gymnastics Men's Parallel Bars,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,
GRE,Gymnastics,Gymnastics Men's Pommelled Horse,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,
GRE,Gymnastics,Gymnastics Men's Rings,1,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,
GRE,Gymnastics,Gymnastics Women's Balance Beam,1,0.0,7.0,2.0,2.0,0.0,0.0,0.0,,
GRE,Gymnastics,Gymnastics Women's Floor Exercise,1,0.0,7.0,2.0,2.0,0.0,0.0,0.0,,
GRE,Gymnastics,Gymnastics Women's Group,5,,0.0,0.0,0.0,0.0,0.0,5.0,,
GRE,Gymnastics,Gymnastics Women's Group,6,,0.0,6.0,6.0,6.0,6.0,0.0,,
GRE,Gymnastics,Gymnastics Women's Horse Vault,1,0.0,6.0,2.0,2.0,0.0,0.0,0.0,,
GRE,Gymnastics,Gymnastics Women's Individual,1,0.0,2.0,1.0,2.0,0.0,0.0,1.0,,
GRE,Gymnastics,Gymnastics Women's Individual All-Around,1,0.0,7.0,2.0,2.0,0.0,0.0,0.0,,
GRE,Gymnastics,Gymnastics Women's Team All-Around,7,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,
GRE,Gymnastics,Gymnastics Women's Uneven Bars,1,0.0,7.0,2.0,2.0,0.0,0.0,0.0,,
GRE,Gymnastics,Men,1,,,,,,,,0.0,1.0
GRE,Gymnastics,Men's Rings,1,,,,,,,,0.0,0.0
GRE,Handball,Handball Men's Handball,15,0.0,0.0,0.0,15.0,0.0,0.0,0.0,,
GRE,Handball,Handball Women's Handball,15,0.0,0.0,0.0,15.0,0.0,0.0,0.0,,
GRE,Judo,Judo Men's Extra-Lightweight,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,
GRE,Judo,Judo Men's Half-Heavyweight,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
GRE,Judo,Judo Men's Half-Lightweight,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,
GRE,Judo,Judo Men's Half-Middleweight,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,
GRE,Judo,Judo Men's Heavyweight,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
GRE,Judo,Judo Men's Lightweight,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
GRE,Judo,Judo Men's Middleweight,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,
GRE,Judo,Judo Women's Extra-Lightweight,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
GRE,Judo,Judo Women's Half-Heavyweight,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
GRE,Judo,Judo Women's Half-Lightweight,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
GRE,Judo,Judo Women's Half-Middleweight,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
GRE,Judo,Judo Women's Heavyweight,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
GRE,Judo,Judo Women's Lightweight,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
GRE,Judo,Judo Women's Middleweight,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
GRE,Judo,Men -81 kg,1,,,,,,,,0.0,0.0
GRE,Judo,Men -90 kg,1,,,,,,,,0.0,1.0
GRE,Judo,Women -70 kg,1,,,,,,,,0.0,0.0
GRE,Marathon Swimming,Men's 10km,1,,,,,,,,0.0,1.0
GRE,Modern Pentathlon,Modern Pentathlon Men's Individual,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
GRE,Modern Pentathlon,Modern Pentathlon Women's Individual,1,,,0.0,0.0,0.0,0.0,0.0,,
GRE,Rowing,Lightweight Men's Double Sculls,1,,,,,,,,,0.0
GRE,Rowing,Lightweight Women's Double Sculls,1,,,,,,,,,0.0
GRE,Rowing,Men's Single Sculls,1,,,,,,,,0.0,0.0
GRE,Rowing,Rowing Men's Coxless Fours,4,0.0,0.0,0.0,0.0,0.0,4.0,1.0,,
GRE,Rowing,Rowing Men's Coxless Pairs,2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,
GRE,Rowing,Rowing Men's Lightweight Coxless Fours,4,,0.0,0.0,0.0,0.0,0.0,4.0,,
GRE,Rowing,Rowing Men's Lightweight Double Sculls,2,,0.0,1.0,1.0,1.0,2.0,0.0,,
GRE,Rowing,Rowing Men's Single Sculls,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,
GRE,Rowing,Rowing Women's Double Sculls,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,
GRE,Rowing,Rowing Women's Lightweight Double Sculls,2,,0.0,0.0,1.0,1.0,1.0,0.0,,
GRE,Rowing,Rowing Women's Single Sculls,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GRE,Rowing,Women's Pair,1,,,,,,,,,0.0
GRE,Rowing,Women's Pair Team,2,,,,,,,,0.0,
GRE,Rowing,Women's Single Sculls,1,,,,,,,,0.0,0.0
GRE,Sailing,Men's Kite,1,,,,,,,,,0.0
GRE,Sailing,Men's One Person Dinghy (Heavyweight) - Finn,1,,,,,,,,0.0,
GRE,Sailing,Men's Two Person Dinghy - 470 Team,2,,,,,,,,0.0,
GRE,Sailing,Men's Windsurfer - RS:X,1,,,,,,,,0.0,
GRE,Sailing,Men's Windsurfing,1,,,,,,,,,0.0
GRE,Sailing,Mixed Dinghy,1,,,,,,,,,0.0
GRE,Sailing,Sailing Men's One Person Dinghy,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,
GRE,Sailing,Sailing Men's One Person Heavyweight Dinghy,1,,,,,,0.0,0.0,,
GRE,Sailing,Sailing Men's Skiff,1,,,,,,0.0,0.0,,
GRE,Sailing,Sailing Men's Two Person Dinghy,1,0.0,1.0,0.0,0.0,1.0,2.0,2.0,,
GRE,Sailing,Sailing Men's Two Person Keelboat,1,,,,0.0,0.0,2.0,,,
GRE,Sailing,Sailing Men's Windsurfer,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,
GRE,Sailing,Sailing Mixed Multihull,1,0.0,0.0,0.0,2.0,1.0,,0.0,,
GRE,Sailing,Sailing Mixed One Person Dinghy,1,,0.0,1.0,1.0,1.0,,,,
GRE,Sailing,Sailing Mixed Skiff,1,,,0.0,2.0,0.0,,,,
GRE,Sailing,Sailing Mixed Three Person Keelboat,3,0.0,3.0,0.0,,,,,,
GRE,Sailing,Sailing Mixed Two Person Keelboat,1,0.0,1.0,1.0,,,,,,
GRE,Sailing,Sailing Women's One Person Dinghy,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,
GRE,Sailing,Sailing Women's Three Person Keelboat,3,,,,0.0,3.0,0.0,,,
GRE,Sailing,Sailing Women's Two Person Dinghy,1,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,
GRE,Sailing,Sailing Women's Windsurfer,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,
GRE,Sailing,Women's One Person Dinghy - Laser Radial,1,,,,,,,,0.0,
GRE,Sailing,Women's Two Person Dinghy - 470 Team,2,,,,,,,,0.0,
GRE,Sailing,Women's Windsurfer - RS:X,1,,,,,,,,0.0,
GRE,Shooting,10m Air Pistol Women,1,,,,,,,,0.0,1.0
GRE,Shooting,25m Pistol Women,1,,,,,,,,0.0,0.0
GRE,Shooting,"Shooting Men's Air Pistol, 10 metres",1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,
GRE,Shooting,"Shooting Men's Air Rifle, 10 metres",1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,
GRE,Shooting,Shooting Men's Double Trap,1,,0.0,0.0,1.0,0.0,0.0,0.0,,
GRE,Shooting,"Shooting Men's Free Pistol, 50 metres",1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,
GRE,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GRE,Shooting,Shooting Men's Skeet,1,,0.0,0.0,1.0,0.0,2.0,0.0,,
GRE,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
GRE,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
GRE,Shooting,Shooting Men's Trap,1,,0.0,0.0,1.0,0.0,0.0,0.0,,
GRE,Shooting,"Shooting Women's Air Pistol, 10 metres",1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,
GRE,Shooting,"Shooting Women's Air Rifle, 10 metres",1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,
GRE,Shooting,"Shooting Women's Sporting Pistol, 25 metres",1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
GRE,Shooting,Skeet Men,1,,,,,,,,0.0,2.0
GRE,Shooting,Skeet Mixed Team,1,,,,,,,,,0.0
GRE,Shooting,Skeet Women,1,,,,,,,,0.0,1.0
GRE,Softball,Softball Women's Softball,1,,0.0,0.0,14.0,0.0,,,,
GRE,Swimming,Men's 100m Backstroke,1,,,,,,,,0.0,1.0
GRE,Swimming,Men's 100m Freestyle,1,,,,,,,,0.0,0.0
GRE,Swimming,Men's 1500m Freestyle,1,,,,,,,,0.0,1.0
GRE,Swimming,Men's 200m Backstroke,1,,,,,,,,0.0,2.0
GRE,Swimming,Men's 200m Freestyle,1,,,,,,,,0.0,0.0
GRE,Swimming,Men's 200m Individual Medley,1,,,,,,,,0.0,0.0
GRE,Swimming,Men's 4 x 100m Freestyle Relay,1,,,,,,,,,0.0
GRE,Swimming,Men's 4 x 100m Freestyle Relay Team,4,,,,,,,,0.0,
GRE,Swimming,Men's 4 x 100m Medley Relay Team,4,,,,,,,,0.0,
GRE,Swimming,Men's 4 x 200m Freestyle Relay,1,,,,,,,,,0.0
GRE,Swimming,Men's 400m Freestyle,1,,,,,,,,0.0,0.0
GRE,Swimming,Men's 400m Individual Medley,1,,,,,,,,0.0,0.0
GRE,Swimming,Men's 50m Freestyle,1,,,,,,,,0.0,1.0
GRE,Swimming,Men's 800m Freestyle,1,,,,,,,,0.0,0.0
GRE,Swimming,Mixed 4 x 100m Medley Relay,1,,,,,,,,,0.0
GRE,Swimming,Mixed 4 x 100m Medley Relay Team,2,,,,,,,,0.0,
GRE,Swimming,Relay Only Athlete,1,,,,,,,,,0.0
GRE,Swimming,"Swimming Men's 1,500 metres Freestyle",1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,
GRE,Swimming,Swimming Men's 10 kilometres Open Water,1,,,,,0.0,0.0,0.0,,
GRE,Swimming,Swimming Men's 100 metres Backstroke,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,
GRE,Swimming,Swimming Men's 100 metres Breaststroke,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,
GRE,Swimming,Swimming Men's 100 metres Butterfly,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,
GRE,Swimming,Swimming Men's 100 metres Freestyle,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,
GRE,Swimming,Swimming Men's 200 metres Backstroke,1,0.0,1.0,0.0,1.0,1.0,0.0,1.0,,
GRE,Swimming,Swimming Men's 200 metres Breaststroke,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,
GRE,Swimming,Swimming Men's 200 metres Butterfly,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,
GRE,Swimming,Swimming Men's 200 metres Freestyle,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,
GRE,Swimming,Swimming Men's 200 metres Individual Medley,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,
GRE,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,4,0.0,0.0,0.0,4.0,0.0,0.0,4.0,,
GRE,Swimming,Swimming Men's 4 x 100 metres Medley Relay,4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,
GRE,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,4,0.0,0.0,4.0,3.0,2.0,0.0,0.0,,
GRE,Swimming,Swimming Men's 400 metres Freestyle,1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,
GRE,Swimming,Swimming Men's 400 metres Individual Medley,1,0.0,0.0,1.0,1.0,2.0,0.0,0.0,,
GRE,Swimming,Swimming Men's 50 metres Freestyle,1,0.0,1.0,0.0,1.0,0.0,1.0,2.0,,
GRE,Swimming,Swimming Women's 10 kilometres Open Water,1,,,,,0.0,0.0,1.0,,
GRE,Swimming,Swimming Women's 100 metres Backstroke,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,
GRE,Swimming,Swimming Women's 100 metres Breaststroke,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,
GRE,Swimming,Swimming Women's 100 metres Butterfly,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,,
GRE,Swimming,Swimming Women's 100 metres Freestyle,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,
GRE,Swimming,Swimming Women's 200 metres Backstroke,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,
GRE,Swimming,Swimming Women's 200 metres Breaststroke,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,
GRE,Swimming,Swimming Women's 200 metres Butterfly,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,
GRE,Swimming,Swimming Women's 200 metres Freestyle,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,
GRE,Swimming,Swimming Women's 200 metres Individual Medley,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,
GRE,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,4,0.0,0.0,0.0,4.0,0.0,3.0,0.0,,
GRE,Swimming,Swimming Women's 4 x 100 metres Medley Relay,4,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,
GRE,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,4,,0.0,0.0,4.0,0.0,0.0,0.0,,
GRE,Swimming,Swimming Women's 400 metres Freestyle,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,
GRE,Swimming,Swimming Women's 400 metres Individual Medley,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,
GRE,Swimming,Swimming Women's 50 metres Freestyle,1,0.0,0.0,1.0,2.0,0.0,1.0,0.0,,
GRE,Swimming,Swimming Women's 800 metres Freestyle,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,
GRE,Swimming,Women's 100m Butterfly,1,,,,,,,,0.0,1.0
GRE,Swimming,Women's 200m Butterfly,1,,,,,,,,0.0,1.0
GRE,Swimming,Women's 50m Freestyle,1,,,,,,,,0.0,1.0
GRE,Synchronized Swimming,Synchronized Swimming Women's Duet,2,0.0,,0.0,1.0,2.0,1.0,1.0,,
GRE,Synchronized Swimming,Synchronized Swimming Women's Solo,1,0.0,,,,,,,,
GRE,Synchronized Swimming,Synchronized Swimming Women's Team,9,,0.0,0.0,9.0,0.0,0.0,0.0,,
GRE,Table Tennis,Men's Singles,1,,,,,,,,0.0,0.0
GRE,Table Tennis,Table Tennis Men's Doubles,2,0.0,0.0,2.0,1.0,,,,,
GRE,Table Tennis,Table Tennis Men's Singles,1,0.0,2.0,0.0,1.0,0.0,0.0,0.0,,
GRE,Table Tennis,Table Tennis Men's Team,3,,,,,0.0,0.0,0.0,,
GRE,Table Tennis,Table Tennis Women's Doubles,2,0.0,0.0,0.0,2.0,,,,,
GRE,Table Tennis,Table Tennis Women's Singles,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
GRE,Taekwondo,Taekwondo Men's Flyweight,1,,,0.0,0.0,0.0,0.0,0.0,,
GRE,Taekwondo,Taekwondo Men's Heavyweight,1,,,0.0,0.0,0.0,0.0,0.0,,
GRE,Taekwondo,Taekwondo Women's Featherweight,1,,,0.0,0.0,0.0,0.0,0.0,,
GRE,Taekwondo,Taekwondo Women's Heavyweight,1,,,0.0,0.0,1.0,0.0,0.0,,
GRE,Taekwondo,Taekwondo Women's Welterweight,1,,,0.0,1.0,0.0,0.0,0.0,,
GRE,Taekwondo,Women -57kg,1,,,,,,,,0.0,0.0
GRE,Tennis,Men's Doubles,2,,,,,,,,,0.0
GRE,Tennis,Men's Singles,1,,,,,,,,0.0,1.0
GRE,Tennis,Mixed Doubles,1,,,,,,,,,0.0
GRE,Tennis,Mixed Doubles Team,1,,,,,,,,0.0,
GRE,Tennis,Tennis Men's Doubles,2,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,
GRE,Tennis,Tennis Men's Singles,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
GRE,Tennis,Tennis Women's Doubles,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,
GRE,Tennis,Tennis Women's Singles,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,
GRE,Tennis,Women's Doubles,2,,,,,,,,,0.0
GRE,Tennis,Women's Singles,1,,,,,,,,0.0,0.0
GRE,Triathlon,Triathlon Men's Olympic Distance,1,,,0.0,0.0,0.0,0.0,0.0,,
GRE,Triathlon,Triathlon Women's Olympic Distance,1,,,0.0,0.0,1.0,0.0,0.0,,
GRE,Volleyball,Volleyball Men's Volleyball,12,0.0,0.0,0.0,12.0,0.0,0.0,0.0,,
GRE,Volleyball,Volleyball Women's Volleyball,12,0.0,0.0,0.0,12.0,0.0,0.0,0.0,,
GRE,Water Polo,Men,1,,,,,,,,,0.0
GRE,Water Polo,Men Team,13,,,,,,,,0.0,
GRE,Water Polo,Water Polo Men's Water Polo,13,0.0,6.0,5.0,4.0,4.0,6.0,8.0,,
GRE,Water Polo,Water Polo Women's Water Polo,13,,,0.0,13.0,6.0,0.0,0.0,,
GRE,Water Polo,Women,1,,,,,,,,,0.0
GRE,Weightlifting,Men's 96kg,1,,,,,,,,0.0,
GRE,Weightlifting,Weightlifting Men's Bantamweight,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
GRE,Weightlifting,Weightlifting Men's Featherweight,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,
GRE,Weightlifting,Weightlifting Men's Heavyweight,1,,,0.0,0.0,1.0,0.0,0.0,,
GRE,Weightlifting,Weightlifting Men's Heavyweight I,1,0.0,1.0,,,,,,,
GRE,Weightlifting,Weightlifting Men's Heavyweight II,1,0.0,1.0,,,,,,,
GRE,Weightlifting,Weightlifting Men's Light-Heavyweight,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,
GRE,Weightlifting,Weightlifting Men's Lightweight,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,
GRE,Weightlifting,Weightlifting Men's Middle-Heavyweight,1,0.0,1.0,1.0,1.0,2.0,1.0,0.0,,
GRE,Weightlifting,Weightlifting Men's Middleweight,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
GRE,Weightlifting,Weightlifting Men's Super-Heavyweight,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
GRE,Weightlifting,Weightlifting Women's Heavyweight,1,,,0.0,1.0,0.0,0.0,0.0,,
GRE,Weightlifting,Weightlifting Women's Light-Heavyweight,1,,,0.0,0.0,0.0,0.0,0.0,,
GRE,Weightlifting,Weightlifting Women's Lightweight,1,,,0.0,1.0,0.0,0.0,0.0,,
GRE,Weightlifting,Weightlifting Women's Middleweight,1,,,0.0,1.0,0.0,0.0,0.0,,
GRE,Weightlifting,Weightlifting Women's Super-Heavyweight,1,,,0.0,1.0,1.0,0.0,0.0,,
GRE,Wrestling,Men's Freestyle 65kg,1,,,,,,,,0.0,0.0
GRE,Wrestling,Men's Freestyle 74kg,1,,,,,,,,0.0,1.0
GRE,Wrestling,Men's Freestyle 86kg,1,,,,,,,,0.0,1.0
GRE,Wrestling,Women's Freestyle 53kg,1,,,,,,,,0.0,0.0
GRE,Wrestling,"Wrestling Men's Bantamweight, Freestyle",1,0.0,0.0,1.0,,,,,,
GRE,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",1,0.0,1.0,0.0,,,,,,
GRE,Wrestling,"Wrestling Men's Featherweight, Freestyle",1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,
GRE,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,
GRE,Wrestling,"Wrestling Men's Flyweight, Freestyle",1,0.0,1.0,,,,,,,
GRE,Wrestling,"Wrestling Men's Heavyweight, Freestyle",1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,
GRE,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,
GRE,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",1,0.0,1.0,,,,,,,
GRE,Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman",1,0.0,1.0,,,,,,,
GRE,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
GRE,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
GRE,Wrestling,"Wrestling Men's Lightweight, Freestyle",1,0.0,0.0,0.0,1.0,0.0,0.0,,,
GRE,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",1,0.0,0.0,0.0,1.0,0.0,0.0,,,
GRE,Wrestling,"Wrestling Men's Middleweight, Freestyle",1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,
GRE,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,
GRE,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,
GRE,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,
GRE,Wrestling,"Wrestling Men's Welterweight, Freestyle",1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,
GRE,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
GRE,Wrestling,"Wrestling Women's Featherweight, Freestyle",1,,,,,,,0.0,,
GRE,Wrestling,"Wrestling Women's Flyweight, Freestyle",1,,,,0.0,0.0,0.0,0.0,,
GRE,Wrestling,"Wrestling Women's Heavyweight, Freestyle",1,,,,0.0,0.0,0.0,0.0,,
GRE,Wrestling,"Wrestling Women's Lightweight, Freestyle",1,,,,0.0,0.0,1.0,0.0,,
GRE,Wrestling,"Wrestling Women's Middleweight, Freestyle",1,,,,0.0,0.0,0.0,0.0,,
GRN,Athletics,Athletics Men's 100 metres,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,
GRN,Athletics,Athletics Men's 200 metres,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,
GRN,Athletics,Athletics Men's 4 x 400 metres Relay,4,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,
GRN,Athletics,Athletics Men's 400 metres,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,
GRN,Athletics,Athletics Men's Decathlon,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,
GRN,Athletics,Athletics Men's Long Jump,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
GRN,Athletics,Athletics Men's Triple Jump,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
GRN,Athletics,Athletics Women's 100 metres,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,
GRN,Athletics,Athletics Women's 200 metres,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,
GRN,Athletics,Athletics Women's 400 metres,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,
GRN,Athletics,Athletics Women's 800 metres,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,
GRN,Athletics,Athletics Women's Long Jump,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,
GRN,Athletics,Men's 400m,1,,,,,,,,0.0,0.0
GRN,Athletics,Men's Decathlon,1,,,,,,,,0.0,0.0
GRN,Athletics,Men's Javelin Throw,1,,,,,,,,0.0,0.0
GRN,Athletics,Women's 100m,1,,,,,,,,0.0,1.0
GRN,Athletics,Women's 400m,1,,,,,,,,0.0,0.0
GRN,Boxing,Boxing Men's Welterweight,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,
GRN,Swimming,Men's 100m Backstroke,1,,,,,,,,0.0,1.0
GRN,Swimming,Men's 100m Freestyle,1,,,,,,,,0.0,0.0
GRN,Swimming,Swimming Men's 100 metres Breaststroke,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
GRN,Swimming,Swimming Men's 100 metres Freestyle,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,
GRN,Swimming,Swimming Men's 50 metres Freestyle,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,
GRN,Swimming,Swimming Women's 100 metres Breaststroke,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
GRN,Swimming,Swimming Women's 100 metres Butterfly,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
GRN,Swimming,Women's 100m Backstroke,1,,,,,,,,0.0,0.0
GRN,Swimming,Women's 100m Freestyle,1,,,,,,,,0.0,1.0
GRN,Taekwondo,Taekwondo Women's Welterweight,1,,,0.0,0.0,0.0,1.0,0.0,,
GUA,Athletics,Athletics Men's 100 metres,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,
GUA,Athletics,Athletics Men's 20 kilometres Walk,1,0.0,3.0,0.0,0.0,0.0,1.0,1.0,,
GUA,Athletics,Athletics Men's 4 x 100 metres Relay,4,0.0,0.0,4.0,0.0,0.0,0.0,0.0,,
GUA,Athletics,Athletics Men's 50 kilometres Walk,1,0.0,2.0,0.0,2.0,0.0,2.0,1.0,,
GUA,Athletics,Athletics Men's Marathon,1,0.0,1.0,0.0,2.0,0.0,0.0,1.0,,
GUA,Athletics,Athletics Women's 20 kilometres Walk,1,,,0.0,0.0,1.0,3.0,1.0,,
GUA,Athletics,Men's 20km Race Walk,1,,,,,,,,0.0,1.0
GUA,Athletics,Men's 5000m,1,,,,,,,,0.0,0.0
GUA,Athletics,Men's 50km Race Walk,1,,,,,,,,0.0,
GUA,Athletics,Men's Marathon,1,,,,,,,,0.0,1.0
GUA,Athletics,Women's 100m,1,,,,,,,,0.0,1.0
GUA,Athletics,Women's 20km Race Walk,1,,,,,,,,0.0,0.0
GUA,Badminton,Badminton Men's Singles,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,
GUA,Badminton,Men's Singles,1,,,,,,,,0.0,0.0
GUA,Badminton,Women's Singles,1,,,,,,,,0.0,0.0
GUA,Boxing,Boxing Men's Bantamweight,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GUA,Boxing,Boxing Men's Flyweight,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,
GUA,Boxing,Boxing Men's Lightweight,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
